,电影,票房占比,综合票房,场均人次,排片占比,上座率
2569,麦兜我和我妈妈,<0.1%,1.41,705,<0.1%,--
2570,闯入者,<0.1%,1.40,11,<0.1%,41.8%
2571,哺乳期的女人,<0.1%,1.34,9,<0.1%,13.8%
2572,摩尔庄园3：魔幻列车大冒险,<0.1%,1.20,402,<0.1%,--
2573,哆啦A梦：伴我同行,47.3%,2711.54,21,26.5%,21.4%
2574,明日世界,15.1%,866.81,8,23.5%,8.5%
2575,复仇者联盟2：奥创纪元,14.4%,825.73,10,15.6%,12.2%
2576,屠魔战士,8.6%,495.61,7,16.4%,7.9%
2577,我的个神啊,6.9%,401.05,12,8.5%,19.0%
2578,旋风九日,4.1%,236.90,56,0.7%,100%
2579,土豪520,1.0%,59.78,5,3.1%,14.0%
2580,西藏天空,0.3%,22.82,159,<0.1%,--
2581,十二公民,0.3%,18.28,7,0.5%,13.5%
2582,夺命旅行,0.1%,8.42,2,0.9%,6.8%
2583,超能查派,0.1%,7.98,4,0.5%,6.9%
2584,何以笙箫默,0.1%,7.82,4,0.5%,12.9%
2585,黄飞鸿之英雄有梦,0.1%,7.43,173,<0.1%,--
2586,战狼,0.1%,7.09,6,0.2%,9.6%
2587,左耳,0.1%,6.61,5,0.2%,14.0%
2588,智取威虎山,0.1%,6.57,157,<0.1%,--
2589,重返20岁,0.1%,6.56,153,<0.1%,--
2590,医缘,<0.1%,4.33,114,<0.1%,100%
2591,重生爱人,<0.1%,3.64,2,0.6%,6.1%
2592,阿里巴巴大盗奇兵,<0.1%,3.25,2,0.4%,4.1%
2593,霸王别姬(京剧),<0.1%,2.48,35,<0.1%,57.0%
2594,闯入者,<0.1%,2.16,14,<0.1%,31.2%
2595,赤道,<0.1%,1.88,3,0.1%,10.4%
2596,全民目击,<0.1%,1.74,291,<0.1%,--
2597,四大名捕2,<0.1%,1.65,147,<0.1%,100%
2598,盲探,<0.1%,1.61,150,<0.1%,100%
2599,一夜惊喜,<0.1%,1.42,134,<0.1%,100%
2600,爸爸的假期,<0.1%,1.13,162,<0.1%,--
2601,哆啦A梦：伴我同行,48.2%,3772.22,28,27.7%,27.2%
2602,复仇者联盟2：奥创纪元,15.6%,1228.41,16,14.1%,19.7%
2603,明日世界,15.6%,1222.96,13,20.5%,13.8%
2604,屠魔战士,7.4%,579.12,9,13.5%,11.3%
2605,我的个神啊,6.7%,532.06,16,7.8%,25.6%
2606,旋风九日,1.7%,140.08,45,0.5%,100%
2607,潜艇总动员之时光宝盒,1.3%,108.92,5,5.4%,7.0%
2608,土豪520,0.7%,55.42,6,2.1%,20.3%
2609,十二公民,0.3%,23.99,12,0.4%,25.9%
2610,金箍棒传奇2：沙僧的逆袭,0.2%,20.21,2,2.4%,3.8%
2611,西藏天空,0.2%,17.91,188,<0.1%,--
2612,阿里巴巴大盗奇兵,0.1%,13.07,11,0.3%,27.0%
2613,战狼,0.1%,10.82,11,0.2%,17.1%
2614,天亮·分手,0.1%,9.71,3,1.0%,4.5%
2615,智取威虎山,0.1%,9.05,182,<0.1%,--
2616,夺命旅行,0.1%,8.91,3,0.7%,9.1%
2617,爸爸的假期,0.1%,7.91,146,<0.1%,100%
2618,重返20岁,<0.1%,7.08,155,<0.1%,--
2619,超能查派,<0.1%,6.99,5,0.3%,11.1%
2620,何以笙箫默,<0.1%,6.78,4,0.3%,15.1%
2621,黄飞鸿之英雄有梦,<0.1%,6.23,159,<0.1%,--
2622,左耳,<0.1%,5.83,6,0.2%,15.8%
2623,闯入者,<0.1%,4.04,30,<0.1%,75.0%
2624,重生爱人,<0.1%,2.92,2,0.3%,9.9%
2625,霸王别姬(京剧),<0.1%,2.59,54,<0.1%,81.3%
2626,妈咪侠,<0.1%,2.23,1,0.6%,1.3%
2627,少年毛泽东,<0.1%,2.22,60,<0.1%,100%
2628,赤道,<0.1%,2.19,5,<0.1%,18.1%
2629,全民目击,<0.1%,1.74,291,<0.1%,--
2630,四大名捕2,<0.1%,1.65,147,<0.1%,100%
2631,盲探,<0.1%,1.61,95,<0.1%,100%
2632,一夜惊喜,<0.1%,1.42,134,<0.1%,100%
2633,医缘,<0.1%,1.19,55,<0.1%,100%
2634,通道转兵,<0.1%,1.16,47,<0.1%,--
2635,念念,<0.1%,1.13,32,<0.1%,43.0%
2636,哆啦A梦：伴我同行,53.4%,8525.57,51,31.1%,50.3%
2637,复仇者联盟2：奥创纪元,16.0%,2562.95,33,12.9%,41.9%
2638,明日世界,13.3%,2125.33,24,17.2%,27.4%
2639,我的个神啊,5.8%,930.18,29,7.0%,45.5%
2640,屠魔战士,5.0%,800.42,14,10.7%,19.1%
2641,潜艇总动员之时光宝盒,3.6%,577.22,13,8.9%,19.3%
2642,金箍棒传奇2：沙僧的逆袭,0.6%,103.34,6,3.6%,12.2%
2643,土豪520,0.4%,75.43,10,1.6%,32.3%
2644,十二公民,0.2%,36.09,20,0.3%,41.4%
2645,旋风九日,0.1%,29.81,16,0.3%,72.5%
2646,超能兔战队,0.1%,26.57,5,1.3%,7.2%
2647,阿里巴巴大盗奇兵,0.1%,20.23,6,0.7%,11.0%
2648,战狼,<0.1%,12.73,13,0.1%,21.6%
2649,夺命旅行,<0.1%,11.80,5,0.5%,13.7%
2650,西藏天空,<0.1%,10.00,201,<0.1%,--
2651,超能查派,<0.1%,9.54,9,0.2%,20.9%
2652,左耳,<0.1%,9.53,11,0.1%,34.2%
2653,智取威虎山,<0.1%,9.40,190,<0.1%,--
2654,天亮·分手,<0.1%,8.89,3,0.6%,8.3%
2655,何以笙箫默,<0.1%,8.57,7,0.2%,19.1%
2656,黄飞鸿之英雄有梦,<0.1%,7.75,168,<0.1%,--
2657,霸王别姬(京剧),<0.1%,5.34,99,<0.1%,100%
2658,重返20岁,<0.1%,5.19,147,<0.1%,--
2659,重生爱人,<0.1%,3.22,3,0.2%,14.4%
2660,妈咪侠,<0.1%,2.34,2,0.3%,3.2%
2661,天边的孩子,<0.1%,2.25,2,0.3%,4.4%
2662,赤道,<0.1%,2.10,5,<0.1%,24.5%
2663,全民目击,<0.1%,1.74,291,<0.1%,--
2664,四大名捕2,<0.1%,1.65,147,<0.1%,100%
2665,盲探,<0.1%,1.61,113,<0.1%,100%
2666,通道转兵,<0.1%,1.56,66,<0.1%,--
2667,情满人间,<0.1%,1.51,506,<0.1%,57.8%
2668,一夜惊喜,<0.1%,1.42,134,<0.1%,100%
2669,念念,<0.1%,1.28,30,<0.1%,26.3%
2670,龟兔再跑,<0.1%,1.26,3,0.1%,2.2%
2671,狼图腾,<0.1%,1.10,184,<0.1%,--
2672,迷与狂,<0.1%,1.08,4,<0.1%,33.6%
2673,哆啦A梦：伴我同行,56.1%,8817.28,51,32.4%,50.6%
2674,复仇者联盟2：奥创纪元,15.1%,2381.96,30,13.1%,38.6%
2675,明日世界,11.1%,1745.26,21,16.4%,24.2%
2676,我的个神啊,5.5%,866.17,26,7.1%,41.2%
2677,潜艇总动员之时光宝盒,4.9%,782.14,18,9.1%,27.0%
2678,屠魔战士,4.0%,639.11,12,10.1%,16.6%
2679,金箍棒传奇2：沙僧的逆袭,0.8%,140.96,9,3.5%,18.2%
2680,土豪520,0.4%,73.37,10,1.5%,30.7%
2681,超能兔战队,0.2%,36.01,6,1.4%,9.9%
2682,十二公民,0.2%,32.78,18,0.3%,36.2%
2683,旋风九日,0.1%,30.17,17,0.3%,79.4%
2684,阿里巴巴大盗奇兵,0.1%,23.90,8,0.7%,13.8%
2685,战狼,<0.1%,14.65,15,0.1%,23.6%
2686,夺命旅行,<0.1%,10.03,4,0.5%,11.3%
2687,何以笙箫默,<0.1%,9.94,10,0.2%,34.8%
2688,超能查派,<0.1%,9.57,9,0.2%,20.9%
2689,智取威虎山,<0.1%,8.98,180,<0.1%,--
2690,黄飞鸿之英雄有梦,<0.1%,8.24,168,<0.1%,--
2691,左耳,<0.1%,7.77,9,0.1%,27.6%
2692,天亮·分手,<0.1%,6.57,3,0.5%,7.9%
2693,西藏天空,<0.1%,5.94,195,<0.1%,--
2694,霸王别姬(京剧),<0.1%,5.52,131,<0.1%,100%
2695,重返20岁,<0.1%,5.24,146,<0.1%,--
2696,重生爱人,<0.1%,3.74,3,0.2%,15.1%
2697,哺乳期的女人,<0.1%,2.80,36,<0.1%,100%
2698,天边的孩子,<0.1%,2.00,2,0.2%,6.0%
2699,妈咪侠,<0.1%,1.99,2,0.2%,3.1%
2700,龟兔再跑,<0.1%,1.97,6,0.1%,3.6%
2701,全民目击,<0.1%,1.74,291,<0.1%,--
2702,通道转兵,<0.1%,1.60,66,<0.1%,--
2703,天上的菊美,<0.1%,1.49,72,<0.1%,100%
2704,情满人间,<0.1%,1.49,498,<0.1%,56.9%
2705,赤道,<0.1%,1.48,5,<0.1%,19.9%
2706,四大名捕2,<0.1%,1.33,154,<0.1%,100%
2707,盲探,<0.1%,1.15,110,<0.1%,100%
2708,异种,<0.1%,1.08,271,<0.1%,98.9%
2709,哆啦A梦：伴我同行,63.5%,8996.77,51,33.7%,51.2%
2710,复仇者联盟2：奥创纪元,11.1%,1582.65,22,12.6%,28.1%
2711,潜艇总动员之时光宝盒,8.1%,1161.31,24,9.9%,37.9%
2712,明日世界,6.6%,942.55,13,15.4%,15.1%
2713,我的个神啊,4.0%,567.43,18,7.0%,27.8%
2714,屠魔战士,2.5%,364.38,8,9.2%,10.8%
2715,金箍棒传奇2：沙僧的逆袭,1.2%,173.22,11,3.7%,22.2%
2716,末日崩塌,0.9%,129.39,35,0.5%,25.4%
2717,超能兔战队,0.4%,64.00,9,1.6%,16.3%
2718,阿里巴巴大盗奇兵,0.2%,37.24,11,0.8%,24.7%
2719,土豪520,0.2%,33.93,5,1.5%,16.6%
2720,旋风九日,0.2%,31.29,15,0.3%,80.0%
2721,十二公民,<0.1%,12.78,8,0.3%,16.0%
2722,何以笙箫默,<0.1%,8.08,7,0.1%,17.5%
2723,战狼,<0.1%,7.95,12,0.1%,17.2%
2724,夺命旅行,<0.1%,7.91,4,0.5%,10.1%
2725,超能查派,<0.1%,6.03,7,0.1%,16.1%
2726,左耳,<0.1%,5.74,7,0.1%,18.8%
2727,龟兔再跑,<0.1%,3.68,11,0.1%,7.6%
2728,天亮·分手,<0.1%,3.35,2,0.5%,5.2%
2729,麦兜我和我妈妈,<0.1%,2.59,519,<0.1%,100%
2730,妈咪侠,<0.1%,2.58,4,0.2%,6.8%
2731,重生爱人,<0.1%,2.34,3,0.2%,16.2%
2732,天边的孩子,<0.1%,1.70,2,0.2%,5.9%
2733,医缘,<0.1%,1.65,165,<0.1%,--
2734,西藏天空,<0.1%,1.58,288,<0.1%,--
2735,特功明星,<0.1%,1.32,24,<0.1%,64.4%
2736,通道转兵,<0.1%,1.08,52,<0.1%,--
2737,末日崩塌,55.7%,3411.26,20,32.7%,19.3%
2738,哆啦A梦：伴我同行,27.8%,1703.28,15,24.5%,16.5%
2739,复仇者联盟2：奥创纪元,6.1%,374.96,8,9.9%,10.5%
2740,我的个神啊,4.5%,281.23,10,6.7%,17.0%
2741,明日世界,3.3%,204.58,5,11.5%,6.2%
2742,屠魔战士,0.9%,59.35,3,5.7%,3.6%
2743,潜艇总动员之时光宝盒,0.3%,23.41,3,2.6%,4.0%
2744,旋风九日,0.2%,18.17,16,0.2%,45.3%
2745,土豪520,0.2%,13.29,3,1.4%,8.0%
2746,十二公民,0.1%,6.82,5,0.3%,13.0%
2747,夺命旅行,<0.1%,4.07,2,0.6%,6.5%
2748,金箍棒传奇2：沙僧的逆袭,<0.1%,2.93,1,1.0%,2.4%
2749,何以笙箫默,<0.1%,2.86,4,0.1%,10.1%
2750,麦兜我和我妈妈,<0.1%,2.77,695,<0.1%,--
2751,左耳,<0.1%,2.27,3,0.1%,8.9%
2752,天亮·分手,<0.1%,1.70,1,0.5%,3.2%
2753,霸王别姬(京剧),<0.1%,1.60,45,<0.1%,100%
2754,哺乳期的女人,<0.1%,1.38,23,<0.1%,81.8%
2755,通道转兵,<0.1%,1.21,57,<0.1%,--
2756,重生爱人,<0.1%,1.14,2,0.2%,7.3%
2757,超能查派,<0.1%,1.11,2,0.1%,4.6%
2758,末日崩塌,60.6%,3486.02,20,33.7%,19.7%
2759,哆啦A梦：伴我同行,23.9%,1377.31,12,24.4%,13.5%
2760,复仇者联盟2：奥创纪元,5.5%,316.93,7,9.8%,9.0%
2761,我的个神啊,4.3%,249.04,9,6.9%,14.6%
2762,明日世界,3.1%,180.32,4,11.1%,5.8%
2763,屠魔战士,0.8%,50.02,2,5.4%,3.3%
2764,旋风九日,0.3%,20.65,17,0.2%,47.0%
2765,潜艇总动员之时光宝盒,0.2%,14.95,2,2.3%,3.0%
2766,土豪520,0.2%,13.77,3,1.4%,8.8%
2767,十二公民,0.1%,7.83,6,0.3%,13.9%
2768,麦兜我和我妈妈,<0.1%,4.25,851,<0.1%,--
2769,夺命旅行,<0.1%,3.76,2,0.6%,5.6%
2770,金箍棒传奇2：沙僧的逆袭,<0.1%,2.12,1,0.9%,2.0%
2771,何以笙箫默,<0.1%,2.05,3,0.1%,7.7%
2772,左耳,<0.1%,2.02,3,0.1%,8.4%
2773,超能兔战队,<0.1%,1.85,2,0.2%,2.1%
2774,天亮·分手,<0.1%,1.82,1,0.5%,3.4%
2775,寻找声音的耳朵,<0.1%,1.73,256,<0.1%,100%
2776,焦裕禄,<0.1%,1.50,63,<0.1%,100%
2777,哺乳期的女人,<0.1%,1.49,21,<0.1%,77.4%
2778,超能查派,<0.1%,1.28,2,0.1%,4.2%
2779,顺风车,<0.1%,1.14,285,<0.1%,--
2780,重生爱人,<0.1%,1.03,2,0.2%,6.6%
2781,末日崩塌,64.1%,3498.59,20,34.2%,19.6%
2782,哆啦A梦：伴我同行,20.4%,1116.59,10,24.6%,11.1%
2783,复仇者联盟2：奥创纪元,5.4%,294.50,6,9.7%,8.8%
2784,我的个神啊,4.4%,244.01,8,7.1%,13.9%
2785,明日世界,3.1%,173.44,4,10.8%,5.9%
2786,屠魔战士,0.8%,48.15,2,5.3%,3.4%
2787,旋风九日,0.3%,20.18,17,0.2%,46.8%
2788,土豪520,0.2%,13.02,3,1.4%,8.2%
2789,潜艇总动员之时光宝盒,0.1%,9.23,1,2.0%,2.0%
2790,十二公民,0.1%,6.72,5,0.3%,10.9%
2791,夺命旅行,<0.1%,4.26,2,0.6%,6.0%
2792,哺乳期的女人,<0.1%,2.67,35,<0.1%,69.6%
2793,何以笙箫默,<0.1%,2.50,4,0.1%,9.7%
2794,左耳,<0.1%,2.06,3,0.1%,8.1%
2795,超能兔战队,<0.1%,1.84,2,0.2%,2.4%
2796,天亮·分手,<0.1%,1.68,1,0.4%,3.3%
2797,金箍棒传奇2：沙僧的逆袭,<0.1%,1.67,1,0.8%,1.7%
2798,通道转兵,<0.1%,1.57,62,<0.1%,--
2799,寻找声音的耳朵,<0.1%,1.15,144,<0.1%,74.9%
2800,超能查派,<0.1%,1.13,2,0.1%,3.5%
2801,重生爱人,<0.1%,1.08,2,0.2%,9.5%
2802,末日崩塌,63.5%,5000.84,28,33.4%,28.2%
2803,哆啦A梦：伴我同行,21.8%,1722.14,16,23.1%,18.4%
2804,复仇者联盟2：奥创纪元,5.0%,393.80,9,8.1%,14.3%
2805,我的个神啊,3.7%,297.44,12,5.8%,20.7%
2806,明日世界,2.6%,205.28,6,7.8%,10.2%
2807,异种,1.1%,87.25,4,5.8%,7.7%
2808,搏击迷城,0.6%,49.78,2,5.8%,2.8%
2809,屠魔战士,0.3%,31.27,3,2.8%,5.2%
2810,潜艇总动员之时光宝盒,0.2%,19.87,3,1.7%,5.8%
2811,旋风九日,0.2%,17.94,17,0.2%,41.7%
2812,顺风车,0.1%,10.59,2,1.5%,4.0%
2813,土豪520,0.1%,7.93,3,0.7%,10.6%
2814,十二公民,<0.1%,7.45,7,0.2%,15.9%
2815,金箍棒传奇2：沙僧的逆袭,<0.1%,3.31,2,0.6%,5.9%
2816,何以笙箫默,<0.1%,3.14,7,0.1%,21.5%
2817,超能兔战队,<0.1%,2.21,3,0.1%,6.8%
2818,左耳,<0.1%,2.00,4,0.1%,11.6%
2819,通道转兵,<0.1%,1.55,60,<0.1%,--
2820,夺命旅行,<0.1%,1.55,2,0.2%,8.5%
2821,狼图腾,<0.1%,1.52,96,<0.1%,98.9%
2822,母亲的梦想,<0.1%,1.14,254,<0.1%,--
2823,超能查派,<0.1%,1.09,3,<0.1%,5.9%
2824,末日崩塌,58.7%,8670.91,45,33.4%,45.0%
2825,哆啦A梦：伴我同行,25.6%,3790.03,29,25.0%,35.5%
2826,复仇者联盟2：奥创纪元,5.6%,828.01,19,7.8%,30.0%
2827,我的个神啊,3.8%,571.89,22,5.6%,38.9%
2828,明日世界,2.5%,373.53,11,6.8%,20.7%
2829,潜艇总动员之时光宝盒,1.3%,204.33,10,4.5%,17.7%
2830,异种,0.7%,105.55,5,5.0%,10.3%
2831,屠魔战士,0.3%,52.23,5,2.2%,10.3%
2832,搏击迷城,0.3%,49.52,3,4.3%,3.5%
2833,金箍棒传奇2：沙僧的逆袭,0.2%,33.37,6,1.3%,17.5%
2834,十二公民,<0.1%,13.65,16,0.1%,35.2%
2835,顺风车,<0.1%,11.60,3,0.9%,7.4%
2836,旋风九日,<0.1%,11.37,13,0.1%,37.5%
2837,土豪520,<0.1%,10.31,4,0.6%,16.0%
2838,何以笙箫默,<0.1%,5.50,11,0.1%,37.9%
2839,超能兔战队,<0.1%,4.16,3,0.3%,7.2%
2840,重生爱人,<0.1%,3.94,6,0.1%,40.2%
2841,杀破狼2,<0.1%,3.24,142,<0.1%,100%
2842,左耳,<0.1%,3.13,6,0.1%,16.1%
2843,霸王别姬(京剧),<0.1%,2.18,59,<0.1%,100%
2844,超能查派,<0.1%,2.18,5,<0.1%,13.7%
2845,狼图腾,<0.1%,2.09,40,<0.1%,47.5%
2846,通道转兵,<0.1%,1.96,69,<0.1%,--
2847,阿里巴巴大盗奇兵,<0.1%,1.81,4,0.1%,12.6%
2848,夺命旅行,<0.1%,1.37,2,0.1%,18.0%
2849,末日崩塌,60.7%,7696.52,40,33.9%,39.7%
2850,哆啦A梦：伴我同行,23.2%,2949.45,23,25.2%,27.7%
2851,复仇者联盟2：奥创纪元,5.5%,709.30,16,7.9%,25.6%
2852,我的个神啊,4.0%,511.53,19,5.8%,32.7%
2853,明日世界,2.4%,315.49,10,6.7%,18.0%
2854,潜艇总动员之时光宝盒,1.6%,213.20,10,4.4%,18.5%
2855,异种,0.6%,80.77,4,4.8%,8.4%
2856,屠魔战士,0.4%,50.71,5,2.2%,10.4%
2857,金箍棒传奇2：沙僧的逆袭,0.2%,36.03,6,1.3%,18.7%
2858,搏击迷城,0.2%,35.94,2,3.6%,3.0%
2859,十二公民,0.1%,13.26,14,0.1%,31.3%
2860,土豪520,<0.1%,11.50,4,0.6%,17.4%
2861,顺风车,<0.1%,9.24,3,0.8%,7.1%
2862,超能兔战队,<0.1%,4.73,3,0.3%,7.9%
2863,旋风九日,<0.1%,4.19,6,0.1%,15.3%
2864,左耳,<0.1%,3.98,6,0.1%,21.1%
2865,何以笙箫默,<0.1%,3.95,7,0.1%,22.9%
2866,通道转兵,<0.1%,1.95,82,<0.1%,--
2867,狼图腾,<0.1%,1.85,31,<0.1%,45.3%
2868,超能查派,<0.1%,1.74,5,<0.1%,13.9%
2869,夺命旅行,<0.1%,1.35,2,0.1%,17.3%
2870,迷与狂,<0.1%,1.26,14,<0.1%,67.4%
2871,阿里巴巴大盗奇兵,<0.1%,1.25,3,0.1%,8.4%
2872,霸王别姬(京剧),<0.1%,1.23,71,<0.1%,88.9%
2873,焦裕禄,<0.1%,1.21,49,<0.1%,100%
2874,重生爱人,<0.1%,1.13,2,0.1%,13.4%
2875,天亮·分手,<0.1%,1.09,2,0.1%,10.2%
2876,悬战,<0.1%,1.04,21,<0.1%,100%
2877,末日崩塌,66.9%,3527.59,20,35.3%,19.8%
2878,哆啦A梦：伴我同行,16.0%,846.87,8,24.1%,9.1%
2879,复仇者联盟2：奥创纪元,6.3%,336.39,8,8.5%,12.7%
2880,我的个神啊,4.6%,247.26,9,6.6%,15.4%
2881,明日世界,2.7%,146.42,5,7.6%,8.2%
2882,异种,1.1%,59.13,3,5.0%,6.5%
2883,屠魔战士,0.5%,28.86,3,2.6%,5.5%
2884,搏击迷城,0.3%,20.23,2,3.6%,1.9%
2885,潜艇总动员之时光宝盒,0.2%,12.54,2,1.8%,3.3%
2886,土豪520,0.1%,7.61,3,0.7%,10.4%
2887,十二公民,0.1%,6.14,7,0.2%,12.8%
2888,顺风车,<0.1%,3.81,2,0.9%,2.5%
2889,旋风九日,<0.1%,3.25,5,0.1%,11.2%
2890,金箍棒传奇2：沙僧的逆袭,<0.1%,2.76,1,0.6%,4.0%
2891,左耳,<0.1%,2.67,4,0.1%,9.8%
2892,何以笙箫默,<0.1%,2.09,3,0.1%,9.2%
2893,我是谁2015,<0.1%,1.72,144,<0.1%,98.6%
2894,天亮·分手,<0.1%,1.39,3,0.2%,17.0%
2895,夺命旅行,<0.1%,1.13,2,0.2%,9.7%
2896,末日崩塌,56.6%,3389.09,19,34.9%,19.2%
2897,侏罗纪世界,14.2%,853.95,64,2.3%,50.1%
2898,哆啦A梦：伴我同行,13.1%,787.07,7,23.5%,8.7%
2899,复仇者联盟2：奥创纪元,6.7%,403.63,10,8.6%,15.0%
2900,我的个神啊,4.2%,251.95,9,6.7%,15.6%
2901,明日世界,2.5%,153.57,5,7.5%,9.0%
2902,异种,0.7%,44.94,3,4.7%,5.4%
2903,屠魔战士,0.4%,28.63,3,2.6%,5.6%
2904,搏击迷城,0.2%,15.30,2,3.0%,1.8%
2905,潜艇总动员之时光宝盒,0.1%,9.04,2,1.5%,2.8%
2906,土豪520,0.1%,7.89,3,0.8%,10.4%
2907,旋风九日,0.1%,7.73,10,0.1%,23.9%
2908,十二公民,0.1%,6.10,6,0.2%,12.4%
2909,顺风车,<0.1%,5.02,2,0.8%,3.6%
2910,何以笙箫默,<0.1%,3.33,6,0.1%,18.1%
2911,左耳,<0.1%,3.15,4,0.1%,13.3%
2912,天亮·分手,<0.1%,2.22,4,0.2%,27.4%
2913,金箍棒传奇2：沙僧的逆袭,<0.1%,1.53,1,0.6%,2.3%
2914,麦兜我和我妈妈,<0.1%,1.25,250,<0.1%,--
2915,重生爱人,<0.1%,1.24,3,0.1%,16.3%
2916,夺命旅行,<0.1%,1.22,2,0.2%,8.5%
2917,通道转兵,<0.1%,1.10,45,<0.1%,--
2918,侏罗纪世界,80.8%,10112.85,41,48.3%,42.3%
2919,末日崩塌,13.1%,1643.88,17,19.4%,27.0%
2920,哆啦A梦：伴我同行,3.3%,419.97,7,13.6%,11.0%
2921,我的个神啊,0.9%,119.54,7,4.2%,13.3%
2922,复仇者联盟2：奥创纪元,0.8%,103.34,8,2.6%,15.9%
2923,明日世界,0.3%,42.69,3,3.7%,6.0%
2924,异种,0.1%,16.35,2,2.7%,4.3%
2925,侏罗纪公园3D,<0.1%,9.45,13,0.1%,100%
2926,旋风九日,<0.1%,6.01,10,0.1%,26.5%
2927,十二公民,<0.1%,5.25,14,0.1%,32.3%
2928,土豪520,<0.1%,4.88,2,0.6%,10.3%
2929,屠魔战士,<0.1%,3.20,1,0.7%,3.7%
2930,左耳,<0.1%,2.39,4,0.1%,14.7%
2931,潜艇总动员之时光宝盒,<0.1%,2.11,1,0.5%,2.4%
2932,天亮·分手,<0.1%,1.95,4,0.2%,25.3%
2933,搏击迷城,<0.1%,1.80,1,0.6%,1.6%
2934,何以笙箫默,<0.1%,1.71,5,0.1%,18.8%
2935,通道转兵,<0.1%,1.47,69,<0.1%,--
2936,闯入者,<0.1%,1.28,17,<0.1%,41.8%
2937,顺风车,<0.1%,1.04,1,0.4%,2.9%
2938,麦兜我和我妈妈,<0.1%,1.04,347,<0.1%,--
