,电影,票房占比,综合票房,场均人次,排片占比,上座率
3322,杀破狼2,17.4%,2708.23,30,16.4%,41.9%
3323,末日崩塌,4.4%,687.43,40,3.0%,59.5%
3324,分歧者2：绝地反击,2.7%,432.29,22,3.2%,41.8%
3325,三只小猪与神灯,2.7%,430.52,17,5.8%,27.9%
3326,再次出发之纽约遇见你,1.0%,162.76,21,1.4%,35.5%
3327,午夜43路,0.9%,154.78,14,2.5%,27.1%
3328,少年班,0.7%,111.58,11,2.0%,34.3%
3329,小猪班纳大电影之梦想大“帽”险,0.7%,109.18,8,3.1%,15.5%
3330,哆啦A梦：伴我同行,0.3%,60.08,15,0.7%,29.3%
3331,对风说爱你,0.3%,58.21,5,2.7%,7.8%
3332,听说,0.2%,45.52,6,1.7%,13.6%
3333,我的男友和狗,0.2%,44.14,11,0.8%,38.7%
3334,我们恋爱吧,0.1%,31.00,122,<0.1%,100%
3335,老五的奥斯卡,0.1%,30.78,126,<0.1%,100%
3336,拳霸风云,0.1%,29.39,5,1.2%,10.0%
3337,李米的猜想,0.1%,17.45,243,<0.1%,--
3338,恋爱排班表,0.1%,16.98,2,1.8%,4.7%
3339,惊魂电影院,<0.1%,13.01,5,0.6%,15.2%
3340,大宅男,<0.1%,6.37,3,0.6%,6.5%
3341,约定倒计时,<0.1%,6.12,4,0.4%,7.2%
3342,旋风九日,<0.1%,5.99,36,<0.1%,100%
3343,狼图腾,<0.1%,5.22,66,<0.1%,100%
3344,西藏天空,<0.1%,4.46,142,<0.1%,--
3345,因为谷桂花,<0.1%,4.31,19,<0.1%,33.7%
3346,煎饼侠,<0.1%,2.14,243,<0.1%,100%
3347,无法证明,<0.1%,1.66,6,<0.1%,24.2%
3348,侏罗纪公园3D,<0.1%,1.56,17,<0.1%,--
3349,潜艇总动员之时光宝盒,<0.1%,1.51,5,<0.1%,16.8%
3350,致命对决,<0.1%,1.34,2,0.1%,13.3%
3351,我是路人甲,<0.1%,1.31,185,<0.1%,--
3352,通道转兵,<0.1%,1.27,54,<0.1%,--
3353,横冲直撞好莱坞,36.8%,5134.57,28,32.3%,28.7%
3354,侏罗纪世界,26.1%,3640.49,35,17.6%,40.8%
3355,杀破狼2,18.5%,2584.55,28,16.8%,38.5%
3356,末日崩塌,5.1%,719.14,37,3.5%,52.9%
3357,三只小猪与神灯,3.6%,501.79,18,6.2%,31.3%
3358,分歧者2：绝地反击,2.8%,397.07,20,3.3%,37.8%
3359,再次出发之纽约遇见你,1.3%,184.33,23,1.5%,37.7%
3360,小猪班纳大电影之梦想大“帽”险,1.0%,143.13,10,3.3%,19.8%
3361,午夜43路,0.9%,125.56,11,2.7%,21.3%
3362,少年班,0.8%,111.98,11,2.0%,33.9%
3363,听说,0.3%,46.38,7,1.6%,14.8%
3364,我的男友和狗,0.3%,42.84,11,0.8%,32.8%
3365,对风说爱你,0.2%,36.90,4,2.2%,6.5%
3366,老五的奥斯卡,0.2%,30.48,124,<0.1%,100%
3367,我们恋爱吧,0.2%,30.25,124,<0.1%,100%
3368,西游记之大圣归来,0.1%,27.58,80,<0.1%,94.7%
3369,拳霸风云,0.1%,22.58,5,1.1%,8.9%
3370,恋爱排班表,0.1%,15.64,3,1.6%,5.2%
3371,惊魂电影院,<0.1%,12.13,5,0.7%,15.4%
3372,李米的猜想,<0.1%,8.94,280,<0.1%,--
3373,西藏天空,<0.1%,6.43,174,<0.1%,--
3374,旋风九日,<0.1%,6.18,28,<0.1%,89.1%
3375,大宅男,<0.1%,5.01,3,0.5%,5.1%
3376,约定倒计时,<0.1%,4.87,3,0.3%,7.6%
3377,狼图腾,<0.1%,3.53,49,<0.1%,51.4%
3378,因为谷桂花,<0.1%,3.33,18,<0.1%,37.4%
3379,潜艇总动员之时光宝盒,<0.1%,3.27,8,<0.1%,20.4%
3380,再见我们的十年,<0.1%,2.12,10,0.1%,100%
3381,致命对决,<0.1%,2.10,4,0.1%,21.2%
3382,通道转兵,<0.1%,1.46,58,<0.1%,--
3383,哆啦A梦：伴我同行,<0.1%,1.33,3,<0.1%,26.8%
3384,煎饼侠,<0.1%,1.17,316,<0.1%,--
3385,横冲直撞好莱坞,37.6%,2580.47,15,32.2%,16.1%
3386,侏罗纪世界,23.3%,1599.20,17,18.4%,19.1%
3387,杀破狼2,19.4%,1331.84,15,18.0%,20.3%
3388,末日崩塌,5.4%,374.75,18,4.1%,25.0%
3389,分歧者2：绝地反击,3.1%,212.77,11,3.9%,18.1%
3390,再次出发之纽约遇见你,1.6%,115.35,13,1.9%,20.7%
3391,午夜43路,1.5%,104.85,9,3.0%,18.0%
3392,我是路人甲,1.2%,85.22,94,0.2%,94.5%
3393,三只小猪与神灯,1.0%,71.84,6,3.3%,9.5%
3394,少年班,1.0%,68.77,7,2.4%,18.4%
3395,我们恋爱吧,0.4%,30.39,127,<0.1%,100%
3396,老五的奥斯卡,0.4%,29.97,122,<0.1%,100%
3397,听说,0.4%,29.30,4,1.7%,9.1%
3398,我的男友和狗,0.4%,27.66,6,1.0%,17.5%
3399,旋风九日,0.3%,22.62,65,<0.1%,100%
3400,对风说爱你,0.3%,21.29,3,2.3%,4.0%
3401,小猪班纳大电影之梦想大“帽”险,0.2%,19.14,3,1.5%,6.9%
3402,李米的猜想,0.2%,15.53,180,<0.1%,100%
3403,惊魂电影院,0.1%,9.75,4,0.7%,14.2%
3404,恋爱排班表,0.1%,9.03,2,1.5%,3.7%
3405,拳霸风云,0.1%,7.83,2,1.0%,4.1%
3406,煎饼侠,<0.1%,4.85,135,<0.1%,100%
3407,西藏天空,<0.1%,4.13,121,<0.1%,100%
3408,大宅男,<0.1%,3.87,2,0.6%,4.4%
3409,邓小平登黄山,<0.1%,3.44,107,<0.1%,100%
3410,致命对决,<0.1%,2.28,4,0.1%,20.6%
3411,情满人间,<0.1%,2.20,295,<0.1%,100%
3412,约定倒计时,<0.1%,2.15,2,0.3%,4.2%
3413,无法证明,<0.1%,1.90,9,<0.1%,45.6%
3414,潜艇总动员之时光宝盒,<0.1%,1.48,15,<0.1%,38.4%
3415,超能兔战队,<0.1%,1.47,99,<0.1%,100%
3416,寻找声音的耳朵,<0.1%,1.42,203,<0.1%,100%
3417,通道转兵,<0.1%,1.07,48,<0.1%,--
3418,狼图腾,<0.1%,1.04,10,<0.1%,14.6%
3419,横冲直撞好莱坞,33.5%,2372.04,16,31.5%,17.0%
3420,侏罗纪世界,24.6%,1738.72,18,18.9%,20.5%
3421,杀破狼2,19.1%,1353.55,15,18.3%,20.4%
3422,末日崩塌,5.8%,411.70,19,4.3%,26.1%
3423,分歧者2：绝地反击,3.2%,228.21,11,4.0%,20.0%
3424,再次出发之纽约遇见你,2.0%,145.88,15,2.1%,24.3%
3425,李米的猜想,1.6%,114.76,345,<0.1%,--
3426,我是路人甲,1.5%,109.76,105,0.2%,100%
3427,午夜43路,1.4%,104.78,9,3.0%,17.8%
3428,三只小猪与神灯,1.2%,86.60,7,3.3%,11.6%
3429,少年班,1.0%,71.51,7,2.4%,20.7%
3430,旋风九日,0.5%,36.15,69,0.1%,100%
3431,我的男友和狗,0.4%,30.93,7,1.0%,19.0%
3432,老五的奥斯卡,0.4%,30.00,125,<0.1%,100%
3433,我们恋爱吧,0.4%,29.83,120,<0.1%,100%
3434,听说,0.4%,28.99,5,1.6%,9.8%
3435,小猪班纳大电影之梦想大“帽”险,0.3%,22.95,4,1.6%,8.4%
3436,对风说爱你,0.3%,22.78,3,2.0%,5.3%
3437,西藏天空,0.1%,12.14,168,<0.1%,--
3438,惊魂电影院,0.1%,10.25,4,0.7%,16.6%
3439,恋爱排班表,0.1%,8.40,2,1.3%,4.2%
3440,拳霸风云,0.1%,8.04,3,0.8%,5.5%
3441,邓小平登黄山,<0.1%,6.26,107,<0.1%,100%
3442,情满人间,<0.1%,4.34,389,<0.1%,--
3443,大宅男,<0.1%,3.29,2,0.5%,4.7%
3444,煎饼侠,<0.1%,3.01,28,<0.1%,--
3445,约定倒计时,<0.1%,2.02,2,0.3%,4.9%
3446,致命对决,<0.1%,1.53,3,0.1%,17.0%
3447,潜艇总动员之时光宝盒,<0.1%,1.51,19,<0.1%,51.5%
3448,黄克功案件,<0.1%,1.27,117,<0.1%,--
3449,通道转兵,<0.1%,1.02,43,<0.1%,--
3450,横冲直撞好莱坞,31.4%,1932.65,13,30.6%,14.6%
3451,侏罗纪世界,25.1%,1542.67,15,19.1%,17.6%
3452,杀破狼2,19.6%,1205.37,13,18.3%,17.8%
3453,末日崩塌,5.7%,354.98,17,4.1%,22.5%
3454,分歧者2：绝地反击,3.4%,211.37,10,4.0%,17.8%
3455,我是路人甲,2.5%,159.58,108,0.3%,100%
3456,再次出发之纽约遇见你,2.3%,143.07,14,2.1%,21.9%
3457,午夜43路,1.5%,95.90,8,3.0%,16.2%
3458,三只小猪与神灯,1.3%,81.86,6,3.4%,11.1%
3459,少年班,0.9%,57.87,6,2.4%,16.8%
3460,默守那份情,0.7%,46.41,8,1.5%,15.0%
3461,旋风九日,0.7%,44.55,60,0.1%,99.8%
3462,对风说爱你,0.6%,38.49,5,1.8%,9.5%
3463,李米的猜想,0.4%,29.90,21,<0.1%,--
3464,老五的奥斯卡,0.4%,29.75,124,<0.1%,100%
3465,我们恋爱吧,0.4%,29.73,123,<0.1%,100%
3466,我的男友和狗,0.4%,29.22,8,1.0%,20.5%
3467,听说,0.4%,25.22,4,1.5%,9.3%
3468,小猪班纳大电影之梦想大“帽”险,0.3%,20.32,4,1.6%,7.4%
3469,惊魂电影院,0.1%,10.69,5,0.7%,17.8%
3470,拳霸风云,0.1%,7.40,3,0.7%,6.5%
3471,煎饼侠,0.1%,6.50,168,<0.1%,87.5%
3472,恋爱排班表,0.1%,6.34,2,1.1%,4.0%
3473,邓小平登黄山,<0.1%,4.65,48,<0.1%,100%
3474,大宅男,<0.1%,3.84,3,0.4%,8.0%
3475,西藏天空,<0.1%,3.67,106,<0.1%,--
3476,黄克功案件,<0.1%,2.70,110,<0.1%,--
3477,栀子花开,<0.1%,2.44,241,<0.1%,91.9%
3478,约定倒计时,<0.1%,1.65,2,0.2%,4.3%
3479,情满人间,<0.1%,1.65,77,<0.1%,57.8%
3480,通道转兵,<0.1%,1.11,50,<0.1%,--
3481,异种,<0.1%,1.01,11,<0.1%,100%
3482,道士下山,48.9%,4338.77,49,16.0%,49.8%
3483,横冲直撞好莱坞,14.1%,1253.29,12,22.4%,15.2%
3484,侏罗纪世界,13.4%,1195.71,15,15.8%,17.9%
3485,杀破狼2,8.9%,793.07,11,14.9%,15.2%
3486,我是路人甲,7.6%,681.31,15,10.6%,21.3%
3487,分歧者2：绝地反击,1.3%,123.20,9,2.6%,15.7%
3488,再次出发之纽约遇见你,1.0%,93.98,12,1.5%,18.4%
3489,三只小猪与神灯,0.8%,71.51,6,3.1%,10.3%
3490,张震讲故事之鬼迷心窍,0.7%,68.36,8,2.0%,10.9%
3491,午夜43路,0.4%,40.19,6,1.6%,16.6%
3492,少年班,0.3%,32.30,5,1.5%,14.2%
3493,老五的奥斯卡,0.3%,29.45,126,<0.1%,100%
3494,我们恋爱吧,0.3%,29.40,125,<0.1%,100%
3495,旋风九日,0.1%,16.88,47,<0.1%,100%
3496,小猪班纳大电影之梦想大“帽”险,0.1%,15.49,3,1.4%,6.6%
3497,对风说爱你,0.1%,14.46,4,1.0%,7.9%
3498,我的男友和狗,0.1%,13.39,5,0.7%,11.2%
3499,听说,0.1%,11.59,4,0.8%,7.5%
3500,煎饼侠,<0.1%,8.30,281,<0.1%,--
3501,惊魂电影院,<0.1%,7.80,4,0.5%,20.8%
3502,邓小平登黄山,<0.1%,5.69,101,<0.1%,100%
3503,西藏天空,<0.1%,4.55,107,<0.1%,100%
3504,默守那份情,<0.1%,3.28,3,0.3%,5.8%
3505,拳霸风云,<0.1%,2.90,3,0.3%,7.3%
3506,恋爱排班表,<0.1%,2.67,2,0.5%,3.9%
3507,大宅男,<0.1%,1.44,2,0.2%,7.6%
3508,约定倒计时,<0.1%,1.26,2,0.2%,7.0%
3509,潜艇总动员之时光宝盒,<0.1%,1.25,48,<0.1%,--
3510,异种,<0.1%,1.13,12,<0.1%,--
3511,情满人间,<0.1%,1.00,199,<0.1%,100%
3512,道士下山,56.5%,6035.52,30,35.5%,29.9%
3513,侏罗纪世界,11.8%,1269.36,23,9.7%,34.5%
3514,横冲直撞好莱坞,9.7%,1039.62,17,12.9%,26.0%
3515,我是路人甲,7.2%,779.64,13,11.5%,18.1%
3516,杀破狼2,6.2%,665.78,16,8.1%,26.3%
3517,张震讲故事之鬼迷心窍,3.6%,390.24,12,7.6%,19.0%
3518,罪恶赎金,0.8%,86.37,5,3.9%,8.7%
3519,再次出发之纽约遇见你,0.7%,84.14,28,0.5%,38.3%
3520,三只小猪与神灯,0.5%,54.81,8,1.5%,15.0%
3521,分歧者2：绝地反击,0.3%,42.71,14,0.5%,33.0%
3522,汽车人总动员,0.3%,36.92,5,2.2%,7.7%
3523,我们恋爱吧,0.2%,29.86,123,<0.1%,100%
3524,老五的奥斯卡,0.2%,29.45,129,<0.1%,100%
3525,西游超级粉,0.2%,25.80,4,1.9%,6.7%
3526,旋风九日,0.1%,17.60,48,<0.1%,90.1%
3527,小猪班纳大电影之梦想大“帽”险,<0.1%,9.41,5,0.5%,12.9%
3528,午夜43路,<0.1%,8.69,7,0.3%,22.3%
3529,煎饼侠,<0.1%,8.48,185,<0.1%,100%
3530,西藏天空,<0.1%,7.68,122,<0.1%,100%
3531,少年班,<0.1%,7.30,7,0.2%,24.7%
3532,捉妖记,<0.1%,6.68,205,<0.1%,100%
3533,邓小平登黄山,<0.1%,6.51,111,<0.1%,100%
3534,栀子花开,<0.1%,5.38,231,<0.1%,--
3535,简单爱,<0.1%,4.67,2,0.6%,3.4%
3536,惊魂电影院,<0.1%,3.99,6,0.2%,32.5%
3537,咱们的工会主席,<0.1%,3.19,457,<0.1%,--
3538,我的男友和狗,<0.1%,2.77,5,0.1%,15.6%
3539,对风说爱你,<0.1%,2.54,4,0.1%,14.6%
3540,听说,<0.1%,2.04,3,0.1%,13.6%
3541,默守那份情,<0.1%,1.71,5,0.1%,7.7%
3542,西游记之大圣归来,<0.1%,1.37,12,<0.1%,17.6%
3543,无法证明,<0.1%,1.37,26,<0.1%,100%
3544,异种,<0.1%,1.32,28,<0.1%,100%
3545,通道转兵,<0.1%,1.06,51,<0.1%,--
3546,道士下山,47.4%,7093.40,34,34.2%,34.2%
3547,侏罗纪世界,15.7%,2353.31,38,10.6%,53.0%
3548,横冲直撞好莱坞,10.5%,1572.03,25,12.3%,39.0%
3549,我是路人甲,7.7%,1154.88,23,9.4%,33.0%
3550,杀破狼2,7.1%,1062.05,24,7.8%,41.5%
3551,张震讲故事之鬼迷心窍,2.8%,423.27,14,6.7%,23.4%
3552,西游记之大圣归来,2.6%,393.30,22,3.4%,25.5%
3553,三只小猪与神灯,1.3%,205.36,19,2.4%,33.7%
3554,汽车人总动员,1.2%,191.36,11,4.1%,22.3%
3555,再次出发之纽约遇见你,1.0%,154.90,46,0.5%,64.1%
3556,罪恶赎金,0.6%,97.08,7,2.9%,13.1%
3557,分歧者2：绝地反击,0.4%,64.27,21,0.4%,53.3%
3558,西游超级粉,0.2%,42.94,6,1.8%,13.1%
3559,小猪班纳大电影之梦想大“帽”险,0.2%,30.69,11,0.6%,32.4%
3560,我们恋爱吧,0.1%,20.86,101,<0.1%,100%
3561,老五的奥斯卡,0.1%,19.50,110,<0.1%,100%
3562,午夜43路,<0.1%,11.61,8,0.3%,25.6%
3563,少年班,<0.1%,5.40,6,0.2%,20.2%
3564,西藏天空,<0.1%,5.34,85,<0.1%,100%
3565,栀子花开,<0.1%,4.11,213,<0.1%,100%
3566,煎饼侠,<0.1%,4.11,153,<0.1%,100%
3567,惊魂电影院,<0.1%,3.82,5,0.2%,30.0%
3568,我的男友和狗,<0.1%,3.77,6,0.1%,24.0%
3569,对风说爱你,<0.1%,2.77,5,0.1%,18.8%
3570,简单爱,<0.1%,2.73,2,0.4%,3.2%
3571,听说,<0.1%,2.67,6,0.1%,28.7%
3572,旋风九日,<0.1%,2.56,19,<0.1%,61.5%
3573,少女哪吒,<0.1%,1.69,11,<0.1%,14.6%
3574,通道转兵,<0.1%,1.37,64,<0.1%,--
3575,默守那份情,<0.1%,1.19,5,<0.1%,11.4%
3576,潜艇总动员之时光宝盒,<0.1%,1.09,67,<0.1%,--
3577,道士下山,43.8%,6005.82,30,33.4%,29.9%
3578,侏罗纪世界,16.8%,2305.24,35,11.4%,45.9%
3579,横冲直撞好莱坞,10.2%,1402.64,22,12.4%,34.2%
3580,我是路人甲,8.1%,1111.60,22,9.1%,32.1%
3581,杀破狼2,7.4%,1021.55,23,8.0%,38.2%
3582,西游记之大圣归来,4.1%,568.90,23,4.7%,29.0%
3583,张震讲故事之鬼迷心窍,2.5%,352.89,12,6.4%,20.7%
3584,三只小猪与神灯,1.6%,228.21,22,2.3%,37.2%
3585,汽车人总动员,1.1%,162.63,11,3.6%,22.0%
3586,再次出发之纽约遇见你,1.1%,155.55,41,0.6%,52.6%
3587,罪恶赎金,0.6%,87.91,7,2.5%,13.2%
3588,分歧者2：绝地反击,0.4%,61.34,19,0.5%,46.5%
3589,西游超级粉,0.2%,40.14,6,1.5%,15.4%
3590,小猪班纳大电影之梦想大“帽”险,0.2%,29.55,11,0.6%,31.8%
3591,当流星划过天际,0.2%,28.40,131,<0.1%,--
3592,情回鹭岛,0.2%,28.01,120,<0.1%,--
3593,捉妖记,0.1%,26.45,118,<0.1%,100%
3594,猪猪侠之终极决战,0.1%,14.09,153,<0.1%,100%
3595,午夜43路,<0.1%,10.44,7,0.3%,22.3%
3596,我的男友和狗,<0.1%,6.29,14,0.1%,59.3%
3597,煎饼侠,<0.1%,5.98,237,<0.1%,100%
3598,少年班,<0.1%,5.77,6,0.2%,19.2%
3599,西藏天空,<0.1%,5.10,118,<0.1%,100%
3600,惊魂电影院,<0.1%,4.44,7,0.2%,33.7%
3601,拳霸风云,<0.1%,4.27,18,<0.1%,89.4%
3602,对风说爱你,<0.1%,2.40,4,0.1%,16.2%
3603,听说,<0.1%,2.15,4,0.1%,17.3%
3604,简单爱,<0.1%,2.11,2,0.3%,3.5%
3605,少女哪吒,<0.1%,1.74,11,<0.1%,15.2%
3606,旋风九日,<0.1%,1.61,18,<0.1%,27.9%
3607,潜艇总动员之时光宝盒,<0.1%,1.21,101,<0.1%,--
3608,通道转兵,<0.1%,1.06,51,<0.1%,--
3609,王化买父,<0.1%,1.04,38,<0.1%,--
3610,道士下山,45.3%,2966.51,16,33.7%,16.2%
3611,侏罗纪世界,16.0%,1048.81,16,12.4%,21.1%
3612,横冲直撞好莱坞,11.3%,744.75,12,13.6%,17.9%
3613,我是路人甲,8.9%,582.84,12,9.8%,16.9%
3614,杀破狼2,8.2%,538.67,12,9.0%,18.7%
3615,张震讲故事之鬼迷心窍,3.4%,227.91,8,6.8%,13.7%
3616,再次出发之纽约遇见你,1.2%,80.16,19,0.8%,24.3%
3617,三只小猪与神灯,0.9%,63.54,7,2.2%,11.6%
3618,罪恶赎金,0.7%,45.88,4,2.8%,6.6%
3619,汽车人总动员,0.6%,44.83,4,3.2%,7.1%
3620,分歧者2：绝地反击,0.5%,34.26,10,0.6%,20.1%
3621,当流星划过天际,0.5%,32.78,125,<0.1%,100%
3622,情回鹭岛,0.4%,32.00,125,<0.1%,100%
3623,栀子花开,0.2%,16.30,176,<0.1%,--
3624,西游超级粉,0.2%,15.04,3,1.4%,5.9%
3625,午夜43路,0.1%,8.98,6,0.3%,17.8%
3626,小猪班纳大电影之梦想大“帽”险,0.1%,8.12,4,0.5%,9.7%
3627,西藏天空,0.1%,7.56,123,<0.1%,100%
3628,旋风九日,<0.1%,6.49,47,<0.1%,100%
3629,煎饼侠,<0.1%,5.84,211,<0.1%,100%
3630,少年班,<0.1%,5.37,5,0.2%,14.1%
3631,惊魂电影院,<0.1%,4.71,7,0.2%,39.3%
3632,我的男友和狗,<0.1%,3.32,5,0.1%,19.3%
3633,对风说爱你,<0.1%,2.33,4,0.1%,14.6%
3634,默守那份情,<0.1%,1.77,8,<0.1%,24.2%
3635,听说,<0.1%,1.42,3,0.1%,8.5%
3636,简单爱,<0.1%,1.39,1,0.3%,2.4%
3637,道士下山,44.5%,2921.75,16,33.2%,16.6%
3638,侏罗纪世界,17.6%,1158.86,18,12.9%,22.4%
3639,横冲直撞好莱坞,12.0%,788.78,13,13.7%,19.3%
3640,杀破狼2,8.7%,571.85,13,9.3%,19.8%
3641,我是路人甲,7.0%,461.95,11,9.6%,16.0%
3642,张震讲故事之鬼迷心窍,3.1%,209.00,8,6.6%,13.3%
3643,再次出发之纽约遇见你,1.3%,91.44,20,0.9%,25.7%
3644,三只小猪与神灯,1.1%,73.09,8,2.3%,13.1%
3645,汽车人总动员,0.6%,44.65,4,3.0%,7.6%
3646,罪恶赎金,0.6%,43.97,4,2.7%,7.0%
3647,分歧者2：绝地反击,0.6%,39.73,12,0.6%,22.3%
3648,情回鹭岛,0.4%,32.08,122,<0.1%,100%
3649,当流星划过天际,0.4%,31.27,125,<0.1%,100%
3650,西游超级粉,0.2%,16.04,3,1.3%,6.9%
3651,午夜43路,0.1%,9.93,7,0.3%,18.7%
3652,小猪班纳大电影之梦想大“帽”险,0.1%,8.33,4,0.5%,8.9%
3653,旋风九日,0.1%,8.15,42,<0.1%,100%
3654,煎饼侠,0.1%,7.35,202,<0.1%,100%
3655,西藏天空,<0.1%,6.42,129,<0.1%,100%
3656,少年班,<0.1%,5.59,5,0.2%,16.6%
3657,惊魂电影院,<0.1%,4.38,6,0.2%,34.5%
3658,栀子花开,<0.1%,3.52,142,<0.1%,100%
3659,我的男友和狗,<0.1%,3.23,6,0.1%,18.4%
3660,对风说爱你,<0.1%,2.32,4,0.1%,12.9%
3661,邓小平登黄山,<0.1%,2.17,98,<0.1%,100%
3662,捉妖记,<0.1%,2.11,106,<0.1%,--
3663,拳霸风云,<0.1%,1.64,10,<0.1%,59.2%
3664,简单爱,<0.1%,1.52,1,0.3%,3.0%
3665,听说,<0.1%,1.39,3,0.1%,9.9%
3666,李三娘,<0.1%,1.38,50,<0.1%,--
3667,黄克功案件,<0.1%,1.35,135,<0.1%,89.4%
3668,默守那份情,<0.1%,1.33,7,<0.1%,14.8%
3669,潜艇总动员3：彩虹宝藏,<0.1%,1.09,100,<0.1%,--
3670,道士下山,38.3%,2445.76,14,32.3%,14.2%
3671,侏罗纪世界,16.9%,1084.43,16,12.9%,20.4%
3672,横冲直撞好莱坞,11.1%,713.77,11,13.5%,17.4%
3673,小时代4：灵魂尽头,9.3%,593.80,65,2.0%,58.5%
3674,杀破狼2,8.0%,515.58,11,9.3%,17.4%
3675,我是路人甲,6.6%,427.50,11,9.4%,15.0%
3676,张震讲故事之鬼迷心窍,2.8%,180.15,7,6.3%,12.0%
3677,再次出发之纽约遇见你,1.3%,87.83,18,0.9%,22.4%
3678,三只小猪与神灯,1.1%,70.55,7,2.4%,11.8%
3679,罪恶赎金,0.6%,42.21,4,2.5%,7.2%
3680,分歧者2：绝地反击,0.5%,37.53,11,0.6%,21.3%
3681,汽车人总动员,0.5%,36.83,4,2.9%,6.8%
3682,情回鹭岛,0.4%,30.06,120,<0.1%,100%
3683,当流星划过天际,0.4%,29.96,122,<0.1%,100%
3684,西游超级粉,0.2%,14.33,3,1.3%,6.1%
3685,午夜43路,0.1%,8.52,6,0.3%,16.3%
3686,小猪班纳大电影之梦想大“帽”险,0.1%,8.06,4,0.6%,8.1%
3687,旋风九日,<0.1%,5.92,54,<0.1%,100%
3688,捉妖记,<0.1%,5.68,110,<0.1%,100%
3689,对风说爱你,<0.1%,4.66,12,0.1%,54.9%
3690,煎饼侠,<0.1%,4.01,116,<0.1%,91.0%
3691,命中注定,<0.1%,3.73,125,<0.1%,--
3692,少年班,<0.1%,3.22,3,0.2%,10.8%
3693,我的男友和狗,<0.1%,3.08,5,0.1%,18.1%
3694,惊魂电影院,<0.1%,3.02,4,0.2%,24.0%
3695,西藏天空,<0.1%,3.00,88,<0.1%,--
3696,黄克功案件,<0.1%,2.12,152,<0.1%,100%
3697,栀子花开,<0.1%,1.84,98,<0.1%,77.4%
3698,邓小平登黄山,<0.1%,1.30,109,<0.1%,57.4%
3699,简单爱,<0.1%,1.23,1,0.3%,2.3%
3700,哆啦A梦：伴我同行,<0.1%,1.18,148,<0.1%,--
3701,天河,<0.1%,1.18,590,<0.1%,--
3702,听说,<0.1%,1.14,2,0.1%,8.8%
3703,王化买父,<0.1%,1.11,31,<0.1%,--
3704,通道转兵,<0.1%,1.08,49,<0.1%,--
3705,默守那份情,<0.1%,1.06,5,<0.1%,16.8%
3706,红楼梦,<0.1%,1.01,36,<0.1%,69.3%
3707,小时代4：灵魂尽头,73.1%,10716.76,49,48.0%,55.8%
3708,道士下山,11.8%,1740.99,17,17.8%,22.3%
3709,侏罗纪世界,5.4%,792.29,20,7.1%,26.9%
3710,横冲直撞好莱坞,2.3%,346.53,11,6.6%,20.5%
3711,杀破狼2,1.8%,273.06,12,4.2%,22.3%
3712,我是路人甲,1.4%,216.12,12,3.9%,20.2%
3713,栀子花开,1.3%,193.56,48,0.8%,40.8%
3714,张震讲故事之鬼迷心窍,0.5%,81.72,7,2.9%,13.3%
3715,三只小猪与神灯,0.4%,65.88,8,1.9%,14.0%
3716,再次出发之纽约遇见你,0.4%,61.92,20,0.5%,27.6%
3717,当流星划过天际,0.1%,29.15,123,<0.1%,100%
3718,情回鹭岛,0.1%,29.06,116,<0.1%,100%
3719,汽车人总动员,0.1%,23.84,4,1.7%,7.5%
3720,分歧者2：绝地反击,0.1%,17.99,11,0.2%,24.9%
3721,罪恶赎金,<0.1%,12.32,3,0.8%,7.6%
3722,西游超级粉,<0.1%,9.89,3,0.8%,8.0%
3723,小猪班纳大电影之梦想大“帽”险,<0.1%,8.03,5,0.4%,13.8%
3724,旋风九日,<0.1%,5.63,59,<0.1%,100%
3725,西藏天空,<0.1%,4.24,120,<0.1%,100%
3726,捉妖记,<0.1%,3.39,125,<0.1%,100%
3727,惊魂电影院,<0.1%,3.39,5,0.2%,29.6%
3728,午夜43路,<0.1%,3.25,5,0.1%,15.8%
3729,黄克功案件,<0.1%,2.42,129,<0.1%,77.7%
3730,邓小平登黄山,<0.1%,1.56,75,<0.1%,56.1%
