,电影,票房占比,综合票房,场均人次,排片占比,上座率
7428,名侦探柯南：业火的向日葵,6.7%,307.74,6,11.0%,5.8%
7429,既然青春留不住,6.6%,303.32,8,8.5%,9.3%
7430,小王子,4.1%,189.25,9,4.2%,8.1%
7431,小飞侠：幻梦启航,2.2%,100.76,4,4.5%,4.9%
7432,回到被爱的每一天,1.3%,60.17,4,3.4%,4.6%
7433,二狗返乡记,1.2%,56.97,144,<0.1%,--
7434,猛龙特囧,0.9%,42.64,6,1.5%,8.6%
7435,青花运,0.9%,41.40,139,<0.1%,--
7436,浪漫天降,0.7%,32.24,4,1.8%,4.6%
7437,探灵档案,0.6%,27.56,5,1.3%,5.5%
7438,龙在哪里？,0.5%,23.83,4,1.3%,4.7%
7439,港囧,0.5%,23.04,7,0.6%,12.1%
7440,心迷宫,0.4%,20.81,8,0.5%,10.6%
7441,九层妖塔,0.4%,18.84,5,0.7%,9.6%
7442,笔仙魔咒,0.3%,18.23,5,1.0%,9.5%
7443,喜马拉雅天梯,0.3%,14.51,12,0.2%,13.8%
7444,幸存者,0.2%,10.97,4,0.7%,6.9%
7445,头脑特工队,0.2%,9.63,13,0.1%,15.3%
7446,解救吾先生,0.1%,9.01,8,0.2%,12.0%
7447,百团大战,0.1%,8.15,39,<0.1%,63.0%
7448,遥远的拥抱,0.1%,6.99,175,<0.1%,--
7449,山河故人,0.1%,5.66,159,<0.1%,100%
7450,家在水草丰茂的地方,<0.1%,3.16,6,0.1%,5.5%
7451,精灵旅社,<0.1%,3.02,3,0.2%,2.9%
7452,为了这片土地,<0.1%,2.66,111,<0.1%,90.0%
7453,孤胆义侠,<0.1%,2.63,244,<0.1%,--
7454,李三娘,<0.1%,2.44,32,<0.1%,100%
7455,王化买父,<0.1%,1.78,26,<0.1%,100%
7456,战狼,<0.1%,1.77,356,<0.1%,--
7457,情满人间,<0.1%,1.46,113,<0.1%,--
7458,极地大反攻,<0.1%,1.29,38,<0.1%,100%
7459,蚁人,32.2%,1338.23,11,22.5%,7.6%
7460,夏洛特烦恼,20.7%,862.09,10,16.6%,10.0%
7461,精灵旅社2,17.3%,721.09,8,17.7%,6.0%
7462,既然青春留不住,6.6%,275.88,7,8.8%,7.9%
7463,名侦探柯南：业火的向日葵,6.0%,252.61,6,10.5%,4.9%
7464,小王子,4.0%,167.47,8,4.2%,7.1%
7465,小飞侠：幻梦启航,2.2%,91.94,4,4.4%,4.6%
7466,回到被爱的每一天,1.1%,46.81,4,3.2%,3.9%
7467,猛龙特囧,1.0%,43.45,6,1.5%,8.7%
7468,二狗返乡记,1.0%,41.68,136,<0.1%,--
7469,青花运,0.9%,39.68,135,<0.1%,--
7470,浪漫天降,0.7%,31.50,4,1.7%,4.5%
7471,龙在哪里？,0.6%,28.42,5,1.2%,6.2%
7472,港囧,0.6%,25.39,9,0.7%,14.0%
7473,探灵档案,0.5%,23.47,4,1.3%,4.6%
7474,我是证人,0.4%,18.84,170,<0.1%,100%
7475,心迷宫,0.4%,18.77,7,0.5%,8.9%
7476,笔仙魔咒,0.4%,18.60,5,1.1%,8.9%
7477,九层妖塔,0.4%,17.87,5,0.7%,8.7%
7478,喜马拉雅天梯,0.3%,13.70,11,0.2%,12.0%
7479,幸存者,0.2%,11.70,4,0.7%,6.6%
7480,解救吾先生,0.2%,8.58,7,0.2%,10.5%
7481,百团大战,0.1%,7.03,38,<0.1%,68.1%
7482,头脑特工队,0.1%,5.70,7,0.1%,7.6%
7483,为了这片土地,<0.1%,3.31,123,<0.1%,80.5%
7484,李三娘,<0.1%,2.96,29,<0.1%,100%
7485,我的处女地,<0.1%,2.96,16,<0.1%,100%
7486,孤胆义侠,<0.1%,2.63,244,<0.1%,--
7487,家在水草丰茂的地方,<0.1%,2.62,5,0.1%,4.1%
7488,天眼传奇,<0.1%,2.48,52,<0.1%,--
7489,精灵旅社,<0.1%,2.28,3,0.1%,2.7%
7490,王化买父,<0.1%,2.21,29,<0.1%,100%
7491,战狼,<0.1%,1.81,359,<0.1%,100%
7492,极地大反攻,<0.1%,1.70,48,<0.1%,75.5%
7493,黑猫警长之翡翠之星,<0.1%,1.42,128,<0.1%,100%
7494,修女艾达,<0.1%,1.23,132,<0.1%,--
7495,犹太女孩在上海2：项链密码,<0.1%,1.23,610,<0.1%,93.4%
7496,蚁人,31.8%,1218.91,10,22.7%,6.7%
7497,夏洛特烦恼,21.0%,807.54,10,17.1%,8.9%
7498,精灵旅社2,17.3%,663.53,8,16.7%,5.8%
7499,既然青春留不住,6.9%,264.48,7,9.1%,7.2%
7500,名侦探柯南：业火的向日葵,5.6%,217.71,5,10.0%,4.4%
7501,小王子,4.1%,157.70,7,4.3%,6.5%
7502,小飞侠：幻梦启航,2.0%,77.79,4,4.2%,4.0%
7503,二狗返乡记,1.1%,43.54,146,<0.1%,--
7504,猛龙特囧,1.0%,40.89,6,1.5%,8.0%
7505,青花运,1.0%,38.98,140,<0.1%,--
7506,回到被爱的每一天,0.8%,33.81,3,3.1%,2.7%
7507,我是证人,0.8%,31.01,25,0.1%,16.9%
7508,浪漫天降,0.7%,27.30,4,1.6%,4.2%
7509,龙在哪里？,0.6%,23.63,4,1.1%,5.0%
7510,探灵档案,0.5%,22.34,4,1.3%,4.4%
7511,港囧,0.5%,22.00,6,0.7%,9.7%
7512,心迷宫,0.5%,19.18,7,0.5%,8.4%
7513,笔仙魔咒,0.4%,17.10,4,1.1%,7.8%
7514,九层妖塔,0.4%,16.03,4,0.7%,7.7%
7515,幸存者,0.3%,12.57,4,0.7%,7.1%
7516,喜马拉雅天梯,0.3%,12.46,9,0.2%,10.4%
7517,解救吾先生,0.2%,8.65,7,0.2%,10.4%
7518,百团大战,0.1%,6.62,33,<0.1%,53.4%
7519,头脑特工队,0.1%,4.63,5,0.1%,6.4%
7520,我的处女地,0.1%,4.04,15,<0.1%,100%
7521,山河故人,<0.1%,3.58,33,<0.1%,31.8%
7522,幸福很囧,<0.1%,3.03,2,0.7%,1.5%
7523,家在水草丰茂的地方,<0.1%,2.78,5,0.1%,4.7%
7524,精灵旅社,<0.1%,2.64,3,0.1%,4.5%
7525,孤胆义侠,<0.1%,2.63,244,<0.1%,--
7526,为了这片土地,<0.1%,2.44,102,<0.1%,86.9%
7527,王化买父,<0.1%,2.31,31,<0.1%,100%
7528,李三娘,<0.1%,1.88,24,<0.1%,100%
7529,犹太女孩在上海2：项链密码,<0.1%,1.72,383,<0.1%,78.7%
7530,极地大反攻,<0.1%,1.28,50,<0.1%,100.0%
7531,天眼传奇,<0.1%,1.20,20,<0.1%,100%
7532,半夜叫你别回头,<0.1%,1.05,15,<0.1%,19.5%
7533,我是证人,39.0%,3257.00,26,24.4%,20.5%
7534,蚁人,18.6%,1559.13,17,15.7%,12.0%
7535,精灵旅社2,11.8%,989.31,16,11.2%,13.4%
7536,夏洛特烦恼,10.0%,838.12,16,10.4%,15.9%
7537,山河故人,7.0%,587.59,12,10.5%,12.5%
7538,名侦探柯南：业火的向日葵,2.3%,193.89,11,3.8%,10.7%
7539,半夜叫你别回头,1.9%,159.76,12,3.0%,15.7%
7540,小王子,1.9%,158.65,15,1.8%,15.1%
7541,既然青春留不住,1.7%,145.44,10,3.1%,11.6%
7542,十七岁,1.5%,125.75,6,5.4%,6.3%
7543,二狗返乡记,0.5%,45.16,143,<0.1%,--
7544,青花运,0.5%,41.88,135,<0.1%,--
7545,小飞侠：幻梦启航,0.4%,37.06,6,1.2%,7.7%
7546,兔子镇的火狐狸,0.2%,21.40,3,2.1%,2.6%
7547,猛龙特囧,0.2%,19.64,9,0.4%,13.3%
7548,龙在哪里？,0.1%,15.93,7,0.4%,10.8%
7549,百团大战,0.1%,13.42,47,<0.1%,55.8%
7550,前任2：备胎反击战,0.1%,12.70,139,<0.1%,91.7%
7551,魔比斯环,0.1%,11.77,2,1.7%,1.3%
7552,港囧,0.1%,10.26,7,0.2%,13.7%
7553,头脑特工队,0.1%,10.16,29,<0.1%,43.7%
7554,喜马拉雅天梯,0.1%,9.77,16,0.1%,20.8%
7555,九层妖塔,0.1%,8.36,6,0.3%,13.4%
7556,幸存者,<0.1%,6.52,5,0.2%,11.5%
7557,心迷宫,<0.1%,6.08,9,0.1%,11.9%
7558,囧贼,<0.1%,5.14,3,0.4%,6.7%
7559,探灵档案,<0.1%,4.73,4,0.2%,4.2%
7560,回到被爱的每一天,<0.1%,4.55,2,0.6%,2.5%
7561,我的处女地,<0.1%,4.15,17,<0.1%,100%
7562,笔仙魔咒,<0.1%,3.97,4,0.3%,9.1%
7563,解救吾先生,<0.1%,3.25,9,<0.1%,16.7%
7564,浪漫天降,<0.1%,3.20,3,0.2%,4.1%
7565,精灵旅社,<0.1%,2.96,6,0.1%,9.3%
7566,孤胆义侠,<0.1%,2.63,244,<0.1%,--
7567,为了这片土地,<0.1%,2.58,87,<0.1%,68.0%
7568,王化买父,<0.1%,2.35,29,<0.1%,100%
7569,极地大反攻,<0.1%,2.03,63,<0.1%,88.8%
7570,李三娘,<0.1%,1.73,26,<0.1%,100%
7571,战狼,<0.1%,1.61,406,<0.1%,100%
7572,修女艾达,<0.1%,1.32,94,<0.1%,--
7573,家在水草丰茂的地方,<0.1%,1.30,8,<0.1%,6.3%
7574,邓小平登黄山,<0.1%,1.29,68,<0.1%,85.2%
7575,犹太女孩在上海2：项链密码,<0.1%,1.20,402,<0.1%,100.0%
7576,开罗宣言,<0.1%,1.11,83,<0.1%,100%
7577,我是证人,33.9%,5016.21,36,25.8%,28.2%
7578,蚁人,20.6%,3051.43,32,15.4%,23.0%
7579,精灵旅社2,17.5%,2588.73,34,13.3%,29.0%
7580,夏洛特烦恼,10.2%,1514.72,27,9.9%,29.4%
7581,山河故人,3.9%,576.59,14,8.1%,14.4%
7582,名侦探柯南：业火的向日葵,3.0%,449.51,22,3.9%,25.6%
7583,小王子,2.9%,437.97,29,2.6%,30.1%
7584,半夜叫你别回头,1.6%,236.86,16,3.2%,21.1%
7585,既然青春留不住,1.2%,182.56,12,2.9%,15.1%
7586,十七岁,0.8%,129.61,7,4.2%,8.3%
7587,兔子镇的火狐狸,0.7%,104.49,8,2.8%,9.1%
7588,龙在哪里？,0.5%,82.53,20,0.7%,28.0%
7589,小飞侠：幻梦启航,0.4%,71.95,11,1.1%,15.5%
7590,青花运,0.2%,42.08,135,<0.1%,--
7591,二狗返乡记,0.2%,40.19,136,<0.1%,--
7592,猛龙特囧,0.1%,26.45,13,0.4%,19.5%
7593,魔比斯环,0.1%,22.64,3,1.4%,3.3%
7594,头脑特工队,0.1%,18.77,21,0.1%,27.1%
7595,港囧,0.1%,18.18,13,0.2%,23.1%
7596,喜马拉雅天梯,<0.1%,12.62,21,<0.1%,29.3%
7597,心迷宫,<0.1%,12.44,18,0.1%,27.4%
7598,前任2：备胎反击战,<0.1%,11.67,129,<0.1%,100%
7599,九层妖塔,<0.1%,11.62,10,0.2%,23.2%
7600,探灵档案,<0.1%,11.18,7,0.3%,8.5%
7601,浪漫天降,<0.1%,10.61,7,0.2%,11.3%
7602,笔仙魔咒,<0.1%,10.14,8,0.3%,16.8%
7603,精灵旅社,<0.1%,9.24,13,0.1%,24.8%
7604,幸存者,<0.1%,7.35,7,0.2%,18.3%
7605,我的处女地,<0.1%,7.19,28,<0.1%,--
7606,回到被爱的每一天,<0.1%,6.17,3,0.4%,4.0%
7607,囧贼,<0.1%,4.97,4,0.3%,6.5%
7608,王化买父,<0.1%,2.79,37,<0.1%,100%
7609,解救吾先生,<0.1%,2.66,11,<0.1%,18.7%
7610,百团大战,<0.1%,2.15,34,<0.1%,61.8%
7611,李三娘,<0.1%,1.91,24,<0.1%,100%
7612,孤胆义侠,<0.1%,1.71,160,<0.1%,--
7613,家在水草丰茂的地方,<0.1%,1.64,11,<0.1%,9.8%
7614,滚蛋吧！肿瘤君,<0.1%,1.50,323,<0.1%,69.3%
7615,天眼传奇,<0.1%,1.33,14,<0.1%,24.4%
7616,极地大反攻,<0.1%,1.29,41,<0.1%,51.7%
7617,穿越硝烟的歌声,<0.1%,1.25,112,<0.1%,59.5%
7618,为了这片土地,<0.1%,1.14,96,<0.1%,78.9%
7619,我是证人,33.5%,3774.96,26,26.5%,21.0%
7620,蚁人,19.5%,2201.14,23,15.8%,16.5%
7621,精灵旅社2,17.9%,2014.87,25,13.7%,22.0%
7622,夏洛特烦恼,10.0%,1127.45,20,10.3%,21.3%
7623,山河故人,4.4%,502.99,13,7.3%,14.3%
7624,小王子,3.4%,385.87,24,2.8%,24.4%
7625,名侦探柯南：业火的向日葵,2.9%,327.33,16,3.9%,18.4%
7626,既然青春留不住,1.1%,133.47,9,2.9%,11.0%
7627,半夜叫你别回头,1.0%,120.85,9,3.0%,12.0%
7628,兔子镇的火狐狸,0.8%,93.32,7,2.6%,8.7%
7629,龙在哪里？,0.8%,91.09,20,0.8%,29.5%
7630,十七岁,0.7%,82.00,5,3.6%,6.1%
7631,前任2：备胎反击战,0.6%,71.19,101,0.1%,81.7%
7632,小飞侠：幻梦启航,0.4%,52.48,8,1.0%,12.0%
7633,二狗返乡记,0.3%,41.97,139,<0.1%,--
7634,青花运,0.3%,41.46,142,<0.1%,--
7635,猛龙特囧,0.2%,23.65,11,0.4%,17.3%
7636,港囧,0.1%,19.30,16,0.2%,31.0%
7637,头脑特工队,0.1%,18.17,21,0.1%,26.9%
7638,魔比斯环,0.1%,15.52,3,1.1%,2.8%
7639,剩者为王,0.1%,11.98,153,<0.1%,--
7640,九层妖塔,<0.1%,9.90,10,0.2%,18.9%
7641,喜马拉雅天梯,<0.1%,9.56,17,<0.1%,21.6%
7642,心迷宫,<0.1%,9.42,13,0.1%,19.2%
7643,浪漫天降,<0.1%,7.40,5,0.2%,7.9%
7644,我的处女地,<0.1%,6.76,28,<0.1%,100%
7645,精灵旅社,<0.1%,5.89,8,0.1%,16.8%
7646,回到被爱的每一天,<0.1%,5.22,2,0.4%,3.5%
7647,幸存者,<0.1%,5.18,5,0.1%,15.2%
7648,笔仙魔咒,<0.1%,4.10,4,0.2%,9.2%
7649,囧贼,<0.1%,4.06,3,0.2%,5.8%
7650,探灵档案,<0.1%,3.49,3,0.2%,3.1%
7651,解救吾先生,<0.1%,3.08,11,<0.1%,19.1%
7652,李三娘,<0.1%,2.47,33,<0.1%,--
7653,王化买父,<0.1%,2.35,30,<0.1%,100%
7654,文雀,<0.1%,1.66,206,<0.1%,--
7655,家在水草丰茂的地方,<0.1%,1.42,11,<0.1%,11.7%
7656,穿越硝烟的歌声,<0.1%,1.35,126,<0.1%,85.0%
7657,我是证人,41.0%,1595.43,12,27.7%,9.3%
7658,蚁人,18.6%,726.44,8,17.2%,5.6%
7659,夏洛特烦恼,11.5%,450.13,8,10.9%,8.6%
7660,精灵旅社2,10.1%,395.54,6,12.2%,5.2%
7661,山河故人,4.4%,172.39,5,7.3%,5.2%
7662,半夜叫你别回头,2.0%,78.13,6,3.1%,8.2%
7663,小王子,1.6%,63.27,6,2.2%,5.1%
7664,名侦探柯南：业火的向日葵,1.5%,61.87,4,3.6%,3.9%
7665,既然青春留不住,1.5%,61.49,4,3.5%,4.6%
7666,青花运,1.1%,44.00,142,<0.1%,--
7667,二狗返乡记,1.1%,43.66,142,<0.1%,--
7668,绝命海拔,1.1%,43.43,17,0.4%,7.3%
7669,十七岁,0.6%,26.16,2,3.6%,2.1%
7670,前任2：备胎反击战,0.4%,17.59,193,<0.1%,100%
7671,小飞侠：幻梦启航,0.4%,16.29,3,1.1%,3.8%
7672,龙在哪里？,0.3%,11.99,7,0.4%,11.3%
7673,猛龙特囧,0.2%,11.56,6,0.4%,9.1%
7674,港囧,0.2%,9.24,7,0.3%,12.6%
7675,九层妖塔,0.1%,5.19,5,0.2%,8.2%
7676,心迷宫,0.1%,5.03,6,0.1%,7.7%
7677,喜马拉雅天梯,0.1%,4.57,8,0.1%,10.5%
7678,兔子镇的火狐狸,0.1%,4.48,1,1.3%,0.9%
7679,浪漫天降,0.1%,4.18,3,0.3%,4.1%
7680,我的处女地,0.1%,3.94,20,<0.1%,--
7681,幸存者,<0.1%,3.72,3,0.2%,5.9%
7682,回到被爱的每一天,<0.1%,3.04,2,0.4%,2.5%
7683,魔比斯环,<0.1%,2.40,1,0.8%,0.6%
7684,王化买父,<0.1%,2.36,27,<0.1%,100%
7685,探灵档案,<0.1%,2.35,3,0.2%,2.5%
7686,头脑特工队,<0.1%,2.08,4,<0.1%,4.6%
7687,笔仙魔咒,<0.1%,1.83,2,0.2%,4.3%
7688,文雀,<0.1%,1.67,207,<0.1%,--
7689,囧贼,<0.1%,1.60,2,0.3%,2.3%
7690,我的诗篇,<0.1%,1.59,58,<0.1%,100%
7691,解救吾先生,<0.1%,1.43,5,<0.1%,7.6%
7692,李三娘,<0.1%,1.39,22,<0.1%,--
7693,精灵旅社,<0.1%,1.19,3,<0.1%,4.8%
7694,家在水草丰茂的地方,<0.1%,1.05,7,<0.1%,6.3%
7695,敢死队2,<0.1%,1.05,112,<0.1%,--
7696,绝命海拔,35.4%,1651.43,12,25.1%,8.5%
7697,我是证人,27.1%,1268.18,11,24.2%,9.8%
7698,蚁人,10.6%,495.12,8,12.8%,6.9%
7699,夏洛特烦恼,7.7%,362.26,9,8.9%,9.8%
7700,精灵旅社2,6.9%,321.91,7,8.9%,6.5%
7701,山河故人,2.9%,138.46,7,4.4%,7.4%
7702,移动迷宫2,1.6%,75.95,22,0.6%,12.5%
7703,小王子,1.0%,49.34,7,1.4%,6.9%
7704,半夜叫你别回头,1.0%,49.27,5,2.4%,8.0%
7705,青花运,0.9%,45.00,143,<0.1%,--
7706,二狗返乡记,0.8%,40.06,140,<0.1%,--
7707,名侦探柯南：业火的向日葵,0.8%,39.35,4,2.2%,4.5%
7708,既然青春留不住,0.7%,32.71,4,2.1%,4.6%
7709,前任2：备胎反击战,0.2%,11.71,220,<0.1%,79.5%
7710,十七岁,0.2%,9.44,2,1.5%,2.4%
7711,猛龙特囧,0.1%,7.53,6,0.3%,8.1%
7712,龙在哪里？,0.1%,7.19,5,0.2%,11.2%
7713,小飞侠：幻梦启航,0.1%,6.50,3,0.5%,3.6%
7714,港囧,0.1%,5.91,6,0.2%,10.4%
7715,九层妖塔,0.1%,4.80,5,0.2%,9.4%
7716,喜马拉雅天梯,<0.1%,3.40,7,<0.1%,8.5%
7717,我的处女地,<0.1%,3.33,9,<0.1%,20.7%
7718,心迷宫,<0.1%,3.31,6,0.1%,7.9%
7719,头脑特工队,<0.1%,3.04,10,<0.1%,14.9%
7720,王化买父,<0.1%,2.85,34,<0.1%,100%
7721,李三娘,<0.1%,2.50,26,<0.1%,100%
7722,兔子镇的火狐狸,<0.1%,2.46,2,0.5%,1.6%
7723,笔仙魔咒,<0.1%,2.00,3,0.2%,6.7%
7724,文雀,<0.1%,1.65,153,<0.1%,--
7725,幸存者,<0.1%,1.55,2,0.1%,5.6%
7726,浪漫天降,<0.1%,1.38,2,0.1%,4.1%
7727,解救吾先生,<0.1%,1.22,5,<0.1%,8.5%
7728,精灵旅社,<0.1%,1.09,3,<0.1%,6.4%
7729,战狼,<0.1%,1.05,264,<0.1%,--
7730,囧贼,<0.1%,1.00,2,0.2%,2.8%
7731,移动迷宫2,44.7%,2500.61,18,28.1%,13.2%
7732,绝命海拔,17.8%,998.73,10,19.4%,7.7%
7733,我是证人,17.6%,988.38,11,19.7%,11.0%
7734,蚁人,4.8%,271.27,7,7.7%,7.2%
7735,夏洛特烦恼,4.4%,248.53,8,6.6%,10.1%
7736,精灵旅社2,3.4%,194.86,7,6.0%,6.4%
7737,山河故人,2.2%,127.68,10,2.7%,12.0%
7738,二狗返乡记,0.7%,41.52,147,<0.1%,--
7739,青花运,0.7%,40.27,146,<0.1%,--
7740,半夜叫你别回头,0.6%,36.08,5,1.9%,7.6%
7741,小王子,0.5%,29.29,7,0.7%,7.8%
7742,名侦探柯南：业火的向日葵,0.3%,17.94,4,1.2%,4.3%
7743,既然青春留不住,0.3%,17.10,3,1.2%,4.9%
7744,龙在哪里？,<0.1%,4.96,5,0.2%,13.2%
7745,十七岁,<0.1%,4.70,2,0.7%,2.8%
7746,前任2：备胎反击战,<0.1%,4.62,180,<0.1%,90.6%
7747,喜马拉雅天梯,<0.1%,4.04,12,<0.1%,13.6%
7748,猛龙特囧,<0.1%,3.95,5,0.2%,8.3%
7749,港囧,<0.1%,3.85,6,0.1%,14.4%
7750,史努比：花生大电影,<0.1%,3.77,126,<0.1%,100%
7751,我的处女地,<0.1%,3.25,13,<0.1%,43.2%
7752,九层妖塔,<0.1%,2.79,5,0.1%,8.8%
7753,头脑特工队,<0.1%,2.79,13,<0.1%,23.4%
7754,解救吾先生,<0.1%,2.56,28,<0.1%,84.3%
7755,为了这片土地,<0.1%,2.49,93,<0.1%,95.7%
7756,李三娘,<0.1%,2.31,21,<0.1%,100%
7757,王化买父,<0.1%,2.06,30,<0.1%,100%
7758,小飞侠：幻梦启航,<0.1%,1.91,2,0.2%,3.2%
7759,浪漫天降,<0.1%,1.84,3,0.1%,5.8%
7760,文雀,<0.1%,1.66,206,<0.1%,--
7761,心迷宫,<0.1%,1.53,5,<0.1%,6.4%
7762,兔子镇的火狐狸,<0.1%,1.44,2,0.2%,2.2%
7763,我的诗篇,<0.1%,1.36,131,<0.1%,100%
7764,笔仙魔咒,<0.1%,1.29,2,0.1%,6.8%
7765,精灵旅社,<0.1%,1.16,4,<0.1%,7.4%
7766,魔比斯环,<0.1%,1.16,2,0.1%,3.4%
7767,敢死队2,<0.1%,1.02,49,<0.1%,--
7768,移动迷宫2,40.4%,1972.13,14,28.7%,10.0%
7769,我是证人,18.5%,903.05,10,19.8%,10.1%
7770,绝命海拔,18.4%,898.58,9,18.9%,7.2%
7771,蚁人,5.3%,262.53,7,7.4%,7.1%
7772,夏洛特烦恼,5.0%,245.42,8,6.6%,9.9%
7773,精灵旅社2,3.6%,176.41,6,5.9%,5.9%
7774,山河故人,2.4%,119.83,9,2.6%,11.3%
7775,青花运,0.8%,41.82,142,<0.1%,--
7776,二狗返乡记,0.8%,39.22,143,<0.1%,--
7777,小王子,0.6%,31.25,8,0.7%,8.5%
7778,前任2：备胎反击战,0.6%,31.01,26,0.2%,19.3%
7779,半夜叫你别回头,0.5%,25.87,4,1.6%,6.8%
7780,雨夜惊魂,0.4%,21.14,6,0.8%,8.5%
7781,名侦探柯南：业火的向日葵,0.3%,17.99,4,1.1%,4.5%
7782,既然青春留不住,0.2%,12.91,3,1.2%,3.8%
7783,喜马拉雅天梯,0.1%,7.94,22,<0.1%,27.0%
7784,我的青春期,0.1%,6.15,166,<0.1%,--
7785,剩者为王,<0.1%,4.71,11,<0.1%,8.2%
7786,龙在哪里？,<0.1%,4.65,5,0.2%,12.4%
7787,十七岁,<0.1%,4.17,2,0.7%,2.7%
7788,猛龙特囧,<0.1%,3.85,5,0.1%,8.8%
7789,我的处女地,<0.1%,3.74,14,<0.1%,88.4%
7790,头脑特工队,<0.1%,3.35,21,<0.1%,36.8%
7791,港囧,<0.1%,3.12,4,0.1%,9.3%
7792,九层妖塔,<0.1%,2.45,4,0.1%,7.2%
7793,李三娘,<0.1%,2.28,21,<0.1%,100%
7794,兔子镇的火狐狸,<0.1%,2.16,3,0.2%,3.8%
7795,黑猫警长之翡翠之星,<0.1%,2.07,213,<0.1%,100%
7796,为了这片土地,<0.1%,1.98,132,<0.1%,100%
7797,浪漫天降,<0.1%,1.85,4,0.1%,8.3%
7798,心迷宫,<0.1%,1.77,5,<0.1%,6.8%
7799,王化买父,<0.1%,1.76,30,<0.1%,100%
7800,文雀,<0.1%,1.47,162,<0.1%,--
7801,百团大战,<0.1%,1.45,82,<0.1%,100%
7802,小飞侠：幻梦启航,<0.1%,1.41,2,0.2%,2.9%
7803,笔仙魔咒,<0.1%,1.13,2,0.1%,5.9%
7804,钢铁，是这样炼成的,<0.1%,1.07,19,<0.1%,77.8%
7805,解救吾先生,<0.1%,1.06,6,<0.1%,12.3%
7806,敢死队2,<0.1%,1.05,59,<0.1%,--
7807,前任2：备胎反击战,32.3%,2934.69,23,27.2%,19.5%
7808,移动迷宫2,25.7%,2334.97,22,19.9%,15.9%
7809,剩者为王,14.0%,1274.62,18,15.4%,18.2%
7810,绝命海拔,10.0%,908.79,16,9.1%,12.9%
7811,我是证人,7.3%,666.00,14,9.3%,16.7%
7812,史努比：花生大电影,2.9%,266.55,7,7.4%,6.8%
7813,蚁人,1.5%,139.12,13,1.8%,14.6%
7814,精灵旅社2,1.4%,130.01,13,1.8%,13.7%
7815,山河故人,1.1%,101.08,15,1.2%,19.5%
7816,夏洛特烦恼,1.1%,100.03,11,1.8%,17.3%
7817,青花运,0.4%,43.38,147,<0.1%,--
7818,二狗返乡记,0.4%,38.89,136,<0.1%,--
7819,雨夜惊魂,0.3%,34.09,7,1.1%,9.0%
7820,喜马拉雅天梯,0.2%,22.34,55,<0.1%,72.7%
7821,小王子,0.1%,17.77,15,0.2%,22.1%
7822,半夜叫你别回头,0.1%,11.67,4,0.7%,9.0%
7823,龙在哪里？,<0.1%,6.18,8,0.1%,41.0%
7824,名侦探柯南：业火的向日葵,<0.1%,5.92,5,0.3%,9.3%
7825,激战黎明,<0.1%,5.15,5,0.2%,4.9%
7826,为了这片土地,<0.1%,5.03,112,<0.1%,73.3%
7827,我的处女地,<0.1%,4.31,20,<0.1%,100%
7828,魔比斯环,<0.1%,3.23,12,<0.1%,37.4%
7829,既然青春留不住,<0.1%,3.05,3,0.1%,5.7%
7830,陪安东尼度过漫长岁月,<0.1%,2.34,66,<0.1%,54.9%
7831,王化买父,<0.1%,1.72,29,<0.1%,100%
7832,邓小平登黄山,<0.1%,1.51,95,<0.1%,79.8%
7833,港囧,<0.1%,1.47,6,<0.1%,12.1%
7834,百团大战,<0.1%,1.44,58,<0.1%,76.4%
7835,李三娘,<0.1%,1.38,25,<0.1%,100%
7836,笔仙魔咒,<0.1%,1.11,3,0.1%,11.3%
7837,敢死队2,<0.1%,1.07,45,<0.1%,--
7838,前任2：备胎反击战,28.3%,4270.88,33,25.8%,28.1%
7839,移动迷宫2,25.8%,3895.54,34,19.6%,25.4%
7840,绝命海拔,10.5%,1592.76,30,8.0%,24.3%
7841,剩者为王,10.0%,1521.55,20,15.7%,20.1%
7842,我是证人,8.3%,1260.05,27,8.6%,33.8%
7843,史努比：花生大电影,6.1%,921.10,18,9.5%,18.8%
7844,精灵旅社2,3.9%,600.67,32,3.2%,34.7%
7845,蚁人,1.7%,266.16,27,1.5%,30.7%
7846,夏洛特烦恼,1.3%,207.91,22,1.6%,35.6%
7847,山河故人,0.9%,148.27,20,1.3%,26.9%
7848,小王子,0.4%,69.43,28,0.4%,38.5%
