,电影,票房占比,综合票房,场均人次,排片占比,上座率
18719,我在故宫修文物,<0.1%,14.68,15,0.1%,16.3%
18720,少年,<0.1%,12.16,21,0.1%,34.0%
18721,恐怖笔记,<0.1%,10.68,178,<0.1%,--
18722,一路逆风,<0.1%,7.45,229,<0.1%,71.2%
18723,冒牌卧底,<0.1%,6.96,111,<0.1%,100.0%
18724,警魂之命悬一线,<0.1%,6.80,126,<0.1%,--
18725,失心者,<0.1%,5.23,3,0.3%,3.3%
18726,超级快递,<0.1%,5.06,8,0.1%,11.1%
18727,三少爷的剑,<0.1%,2.59,6,<0.1%,6.9%
18728,有迹可循,<0.1%,2.31,2,0.1%,1.9%
18729,生门,<0.1%,2.10,25,<0.1%,26.6%
18730,比利·林恩的中场战事,<0.1%,1.85,31,<0.1%,91.8%
18731,珍珠塔,<0.1%,1.84,528,<0.1%,53.2%
18732,我是处女座,<0.1%,1.60,22,<0.1%,17.4%
18733,我的诗篇,<0.1%,1.57,61,<0.1%,96.4%
18734,食人岛,<0.1%,1.55,4,<0.1%,12.3%
18735,勇士,<0.1%,1.25,43,<0.1%,38.6%
18736,铁道飞虎,34.4%,3028.94,15,26.5%,11.8%
18737,摆渡人,29.0%,2555.20,12,31.1%,8.8%
18738,长城,22.9%,2015.30,12,24.0%,8.5%
18739,血战钢锯岭,6.6%,581.66,16,5.9%,15.3%
18740,罗曼蒂克消亡史,1.8%,162.64,11,2.1%,12.2%
18741,你的名字。,1.1%,102.78,11,1.5%,12.1%
18742,绝对控制,0.6%,59.72,5,2.4%,4.5%
18743,我不是潘金莲,0.5%,51.13,76,<0.1%,100%
18744,掠夺者,0.4%,36.79,4,1.9%,4.1%
18745,海洋奇缘,0.3%,30.56,6,0.8%,5.8%
18746,少年,0.2%,22.92,30,0.1%,47.1%
18747,28岁未成年,0.2%,19.11,6,0.5%,7.6%
18748,萨利机长,0.2%,18.47,14,0.1%,14.8%
18749,神奇动物在哪里,0.1%,17.24,14,0.1%,14.0%
18750,一路逆风,0.1%,8.96,227,<0.1%,100%
18751,警魂之命悬一线,<0.1%,8.54,178,<0.1%,--
18752,我在故宫修文物,<0.1%,7.57,7,0.1%,7.0%
18753,恐怖笔记,<0.1%,7.56,126,<0.1%,--
18754,五女闹京城,<0.1%,5.33,7,<0.1%,12.7%
18755,佩小姐的奇幻城堡,<0.1%,4.95,7,0.1%,8.5%
18756,功夫四侠,<0.1%,4.70,3,0.3%,3.1%
18757,情圣,<0.1%,4.58,51,<0.1%,54.3%
18758,失心者,<0.1%,4.07,2,0.3%,2.4%
18759,爱上试睡师,<0.1%,3.96,39,<0.1%,93.5%
18760,超级快递,<0.1%,2.58,3,0.1%,4.2%
18761,反黑行动组,<0.1%,2.11,23,<0.1%,65.9%
18762,珍珠塔,<0.1%,1.85,531,<0.1%,53.5%
18763,生门,<0.1%,1.56,13,<0.1%,13.5%
18764,铁道飞虎,36.4%,2962.26,15,26.9%,11.1%
18765,摆渡人,26.3%,2136.81,11,29.6%,8.0%
18766,长城,22.4%,1821.04,11,24.1%,7.7%
18767,血战钢锯岭,7.2%,589.25,15,6.6%,13.7%
18768,罗曼蒂克消亡史,2.1%,172.54,11,2.3%,11.8%
18769,你的名字。,1.1%,95.36,9,1.7%,10.2%
18770,我不是潘金莲,0.6%,55.94,83,<0.1%,100%
18771,绝对控制,0.6%,52.20,4,2.4%,4.2%
18772,掠夺者,0.3%,29.74,3,1.8%,3.6%
18773,海洋奇缘,0.3%,27.91,6,0.8%,5.3%
18774,少年,0.2%,22.07,27,0.1%,42.3%
18775,萨利机长,0.2%,19.89,14,0.2%,14.5%
18776,神奇动物在哪里,0.2%,18.59,13,0.1%,13.0%
18777,28岁未成年,0.2%,16.83,5,0.5%,6.5%
18778,五女闹京城,0.1%,9.86,13,<0.1%,28.8%
18779,警魂之命悬一线,0.1%,8.54,178,<0.1%,--
18780,恐怖笔记,<0.1%,7.56,126,<0.1%,--
18781,我在故宫修文物,<0.1%,7.27,6,0.2%,6.3%
18782,佩小姐的奇幻城堡,<0.1%,6.25,10,0.1%,12.2%
18783,一路逆风,<0.1%,3.82,124,<0.1%,71.7%
18784,呆呆计划,<0.1%,3.82,20,<0.1%,40.5%
18785,失心者,<0.1%,2.95,2,0.3%,2.0%
18786,功夫四侠,<0.1%,2.55,3,0.2%,3.2%
18787,爱上试睡师,<0.1%,2.50,27,<0.1%,90.2%
18788,间谍同盟,<0.1%,2.22,22,<0.1%,33.1%
18789,地球四季,<0.1%,2.13,366,<0.1%,72.8%
18790,珍珠塔,<0.1%,1.98,566,<0.1%,57.1%
18791,超级快递,<0.1%,1.94,3,0.1%,3.3%
18792,反黑行动组,<0.1%,1.92,20,<0.1%,56.7%
18793,比利·林恩的中场战事,<0.1%,1.89,39,<0.1%,100%
18794,生门,<0.1%,1.86,16,<0.1%,15.5%
18795,情圣,<0.1%,1.63,47,<0.1%,39.1%
18796,勇士,<0.1%,1.37,63,<0.1%,68.9%
18797,湄公河行动,<0.1%,1.30,31,<0.1%,44.7%
18798,我的女神女汉子,<0.1%,1.01,3,0.1%,3.6%
18799,铁道飞虎,37.1%,2800.47,14,27.1%,10.2%
18800,摆渡人,24.5%,1852.59,10,28.5%,7.2%
18801,长城,21.4%,1620.13,10,24.0%,6.9%
18802,血战钢锯岭,7.6%,576.34,14,7.1%,12.5%
18803,罗曼蒂克消亡史,2.2%,169.02,10,2.4%,10.9%
18804,冒牌卧底,1.6%,124.73,32,0.6%,39.8%
18805,你的名字。,1.1%,87.59,8,1.8%,8.9%
18806,绝对控制,0.6%,46.45,4,2.3%,3.7%
18807,掠夺者,0.4%,31.77,3,1.7%,3.8%
18808,我不是潘金莲,0.3%,29.59,57,<0.1%,100%
18809,海洋奇缘,0.3%,26.82,6,0.8%,5.1%
18810,少年,0.2%,21.65,28,0.1%,41.1%
18811,萨利机长,0.2%,21.61,13,0.2%,13.7%
18812,神奇动物在哪里,0.2%,16.01,11,0.1%,10.6%
18813,恐怖笔记,0.1%,14.82,146,<0.1%,--
18814,28岁未成年,0.1%,13.27,4,0.6%,5.3%
18815,爸爸的3次婚礼,0.1%,7.75,128,<0.1%,100%
18816,五女闹京城,<0.1%,7.49,10,<0.1%,27.9%
18817,佩小姐的奇幻城堡,<0.1%,6.96,10,0.1%,10.3%
18818,功夫四侠,<0.1%,6.76,5,0.2%,7.4%
18819,你好，疯子！,<0.1%,6.68,171,<0.1%,--
18820,警魂之命悬一线,<0.1%,6.40,178,<0.1%,--
18821,我在故宫修文物,<0.1%,5.71,5,0.2%,5.1%
18822,呆呆计划,<0.1%,4.96,20,<0.1%,38.9%
18823,一路逆风,<0.1%,4.66,115,<0.1%,75.8%
18824,湄公河行动,<0.1%,2.36,44,<0.1%,64.2%
18825,失心者,<0.1%,2.26,2,0.3%,1.6%
18826,生门,<0.1%,2.18,19,<0.1%,23.8%
18827,勇士,<0.1%,2.13,71,<0.1%,100%
18828,超级快递,<0.1%,2.10,3,0.1%,3.6%
18829,比利·林恩的中场战事,<0.1%,1.98,48,<0.1%,100%
18830,珍珠塔,<0.1%,1.87,535,<0.1%,48.9%
18831,试睡员48小时,<0.1%,1.58,100,<0.1%,100%
18832,贫穷富爸爸,<0.1%,1.15,42,<0.1%,59.4%
18833,铁道飞虎,31.4%,2512.20,13,23.5%,9.6%
18834,长城,19.0%,1521.30,10,20.0%,7.1%
18835,摆渡人,18.5%,1484.64,10,22.0%,7.2%
18836,情圣,9.7%,779.36,13,9.4%,10.6%
18837,冒牌卧底,9.5%,761.70,11,11.4%,12.0%
18838,血战钢锯岭,6.4%,517.52,15,5.5%,13.0%
18839,罗曼蒂克消亡史,1.7%,140.38,12,1.6%,12.1%
18840,你的名字。,0.9%,72.03,9,1.2%,9.5%
18841,绝对控制,0.3%,27.27,4,1.1%,4.3%
18842,海洋奇缘,0.2%,22.38,6,0.5%,5.6%
18843,萨利机长,0.2%,20.14,18,0.1%,17.9%
18844,少年,0.2%,17.59,32,0.1%,52.4%
18845,我不是潘金莲,0.2%,16.14,42,<0.1%,82.9%
18846,神奇动物在哪里,0.1%,15.29,13,0.1%,12.1%
18847,掠夺者,0.1%,14.90,3,0.8%,3.6%
18848,五女闹京城,0.1%,8.16,13,<0.1%,34.3%
18849,28岁未成年,<0.1%,7.30,4,0.3%,5.2%
18850,我在故宫修文物,<0.1%,5.69,7,0.1%,7.2%
18851,泰迪熊之玩具大战,<0.1%,5.13,161,<0.1%,--
18852,呆呆计划,<0.1%,4.97,24,<0.1%,75.6%
18853,功夫四侠,<0.1%,4.32,7,0.1%,8.4%
18854,战狼,<0.1%,3.64,53,<0.1%,100%
18855,佩小姐的奇幻城堡,<0.1%,3.62,7,<0.1%,8.2%
18856,那年夏天你去了哪里,<0.1%,2.84,7,<0.1%,5.6%
18857,勇士,<0.1%,1.90,74,<0.1%,37.5%
18858,珍珠塔,<0.1%,1.82,523,<0.1%,52.7%
18859,你好，疯子！,<0.1%,1.62,10,<0.1%,8.9%
18860,生门,<0.1%,1.60,11,<0.1%,14.8%
18861,港囧,<0.1%,1.50,43,<0.1%,--
18862,超级快递,<0.1%,1.27,3,<0.1%,3.4%
18863,贫穷富爸爸,<0.1%,1.25,56,<0.1%,96.5%
18864,失心者,<0.1%,1.08,2,0.1%,1.6%
18865,铁道飞虎,28.0%,3959.70,25,18.3%,18.7%
18866,情圣,24.1%,3409.57,21,24.6%,16.0%
18867,长城,17.0%,2404.45,21,13.5%,14.7%
18868,摆渡人,10.8%,1532.26,17,12.3%,13.6%
18869,那年夏天你去了哪里,7.5%,1067.41,12,14.7%,10.3%
18870,血战钢锯岭,4.1%,592.28,33,2.4%,28.3%
18871,你好，疯子！,2.5%,365.11,9,7.0%,8.3%
18872,冒牌卧底,1.2%,178.62,20,1.3%,23.8%
18873,罗曼蒂克消亡史,0.8%,123.03,26,0.5%,28.3%
18874,三少爷的剑,0.8%,121.03,136,<0.1%,100%
18875,海洋奇缘,0.5%,72.24,20,0.5%,20.6%
18876,你的名字。,0.4%,69.56,20,0.4%,21.9%
18877,北极大冒险,0.2%,39.50,8,0.7%,8.5%
18878,爸爸的3次婚礼,0.1%,26.17,3,1.6%,2.8%
18879,萨利机长,0.1%,23.04,36,<0.1%,32.6%
18880,神奇动物在哪里,0.1%,20.13,26,<0.1%,25.8%
18881,佩小姐的奇幻城堡,0.1%,15.57,43,<0.1%,48.4%
18882,功夫四侠,<0.1%,13.82,22,0.1%,32.0%
18883,绝对控制,<0.1%,11.91,9,0.1%,13.4%
18884,我在故宫修文物,<0.1%,11.60,34,<0.1%,41.0%
18885,少年,<0.1%,6.74,56,<0.1%,79.5%
18886,勇士,<0.1%,6.47,65,<0.1%,100%
18887,我不是潘金莲,<0.1%,5.93,35,<0.1%,69.3%
18888,战狼,<0.1%,5.78,79,<0.1%,100%
18889,掠夺者,<0.1%,4.93,5,0.1%,9.9%
18890,呆呆计划,<0.1%,3.75,25,<0.1%,78.3%
18891,湄公河行动,<0.1%,3.58,112,<0.1%,100%
18892,泰迪熊之玩具大战,<0.1%,3.25,146,<0.1%,--
18893,比利·林恩的中场战事,<0.1%,2.09,42,<0.1%,100%
18894,五女闹京城,<0.1%,2.09,4,<0.1%,10.3%
18895,28岁未成年,<0.1%,1.19,3,<0.1%,5.0%
18896,生门,<0.1%,1.07,18,<0.1%,24.3%
18897,情圣,24.2%,6209.21,40,21.0%,30.5%
18898,铁道飞虎,23.0%,5918.03,37,17.6%,26.6%
18899,长城,19.7%,5064.87,40,14.2%,27.4%
18900,摆渡人,11.5%,2972.27,34,10.9%,29.2%
18901,血战钢锯岭,4.6%,1182.02,53,2.7%,43.3%
18902,那年夏天你去了哪里,4.3%,1106.38,14,11.2%,12.9%
18903,冰雪女王2：冬日魔咒,3.8%,999.31,19,7.0%,18.1%
18904,你好，疯子！,1.5%,397.33,14,3.9%,14.6%
18905,猪猪侠之英雄猪少年,1.3%,348.18,15,3.4%,14.2%
18906,三少爷的剑,0.9%,245.06,144,0.1%,100%
18907,罗曼蒂克消亡史,0.8%,206.67,41,0.5%,41.3%
18908,海洋奇缘,0.7%,199.18,37,0.6%,33.7%
18909,你的名字。,0.7%,181.43,35,0.6%,37.2%
18910,冒牌卧底,0.6%,172.63,35,0.6%,42.2%
18911,超级幼儿园,0.2%,55.58,5,1.5%,5.3%
18912,神奇动物在哪里,0.2%,52.76,44,0.1%,40.8%
18913,北极大冒险,0.1%,48.71,15,0.4%,16.2%
18914,萨利机长,0.1%,32.74,43,<0.1%,43.8%
18915,辛巴达与美人鱼公主,<0.1%,25.02,6,0.6%,5.5%
18916,我不是潘金莲,<0.1%,23.31,72,<0.1%,100%
18917,爸爸的3次婚礼,<0.1%,21.84,5,0.6%,6.2%
18918,战狼,<0.1%,18.90,112,<0.1%,100%
18919,五女闹京城,<0.1%,16.04,32,<0.1%,93.1%
18920,掠夺者,<0.1%,11.35,11,0.1%,23.9%
18921,绝对控制,<0.1%,10.89,14,<0.1%,21.5%
18922,佩小姐的奇幻城堡,<0.1%,10.62,29,<0.1%,42.2%
18923,人鱼校花,<0.1%,9.79,4,0.4%,4.0%
18924,我在故宫修文物,<0.1%,5.94,21,<0.1%,24.6%
18925,少年,<0.1%,5.79,62,<0.1%,85.9%
18926,呆呆计划,<0.1%,5.71,42,<0.1%,100%
18927,李三娘,<0.1%,4.16,43,<0.1%,100%
18928,有迹可循,<0.1%,3.94,4,<0.1%,5.4%
18929,泰迪熊之玩具大战,<0.1%,3.25,146,<0.1%,--
18930,港囧,<0.1%,2.69,90,<0.1%,--
18931,28岁未成年,<0.1%,2.52,9,<0.1%,14.4%
18932,单身日记：好孕来袭,<0.1%,2.27,9,<0.1%,6.4%
18933,超级快递,<0.1%,1.90,13,<0.1%,10.2%
18934,失心者,<0.1%,1.30,6,<0.1%,7.1%
18935,功夫四侠,<0.1%,1.20,5,<0.1%,7.3%
18936,冰雪女王,<0.1%,1.20,4,<0.1%,5.7%
18937,凄灵室,<0.1%,1.15,13,<0.1%,17.6%
18938,食人岛,<0.1%,1.11,4,<0.1%,9.4%
18939,情圣,25.4%,6808.95,40,21.1%,30.9%
18940,铁道飞虎,24.9%,6687.68,39,18.1%,27.8%
18941,长城,19.6%,5257.90,37,15.3%,25.9%
18942,摆渡人,10.2%,2743.63,30,10.9%,26.5%
18943,血战钢锯岭,5.1%,1376.59,48,3.3%,39.1%
18944,冰雪女王2：冬日魔咒,4.2%,1125.08,19,7.2%,18.4%
18945,那年夏天你去了哪里,2.2%,611.39,10,8.1%,9.3%
18946,猪猪侠之英雄猪少年,2.0%,548.38,20,3.8%,18.9%
18947,海洋奇缘,1.2%,325.82,45,0.8%,40.4%
18948,你好，疯子！,0.9%,253.67,12,2.8%,11.9%
18949,你的名字。,0.7%,201.77,31,0.7%,33.4%
18950,罗曼蒂克消亡史,0.6%,177.84,34,0.4%,35.7%
18951,单身日记：好孕来袭,0.6%,166.88,9,2.2%,7.8%
18952,冒牌卧底,0.6%,166.73,38,0.5%,49.6%
18953,神奇动物在哪里,0.2%,60.74,44,0.1%,41.3%
18954,北极大冒险,0.1%,53.08,16,0.4%,17.2%
18955,超级幼儿园,0.1%,41.03,5,1.1%,5.2%
18956,萨利机长,0.1%,31.00,37,<0.1%,33.5%
18957,辛巴达与美人鱼公主,0.1%,29.99,6,0.7%,6.1%
18958,爸爸的3次婚礼,<0.1%,16.02,6,0.4%,6.5%
18959,一路逆风,<0.1%,12.66,230,<0.1%,100%
18960,超能龙骑侠,<0.1%,10.26,8,0.1%,6.8%
18961,佩小姐的奇幻城堡,<0.1%,8.59,24,<0.1%,36.3%
18962,绝对控制,<0.1%,7.20,11,<0.1%,17.4%
18963,掠夺者,<0.1%,5.62,7,0.1%,14.5%
18964,我在故宫修文物,<0.1%,5.02,15,<0.1%,20.2%
18965,三少爷的剑,<0.1%,3.15,19,<0.1%,21.7%
18966,人鱼校花,<0.1%,2.39,3,0.1%,2.6%
18967,28岁未成年,<0.1%,2.26,8,<0.1%,9.2%
18968,比利·林恩的中场战事,<0.1%,1.66,32,<0.1%,81.1%
18969,少年,<0.1%,1.55,24,<0.1%,53.0%
18970,冰雪女王,<0.1%,1.33,5,<0.1%,7.1%
18971,食人岛,<0.1%,1.16,4,<0.1%,10.2%
18972,试睡员48小时,<0.1%,1.14,72,<0.1%,100%
18973,有迹可循,<0.1%,1.05,2,<0.1%,2.9%
18974,情圣,29.7%,4747.04,28,21.8%,20.9%
18975,铁道飞虎,23.1%,3681.45,21,18.8%,14.6%
18976,长城,16.5%,2640.80,18,16.1%,12.8%
18977,摆渡人,8.7%,1397.46,16,11.1%,13.5%
18978,血战钢锯岭,5.6%,894.39,29,3.7%,23.7%
18979,冰雪女王2：冬日魔咒,4.3%,697.11,13,7.1%,12.1%
18980,猪猪侠之英雄猪少年,2.6%,427.85,16,3.8%,15.3%
18981,那年夏天你去了哪里,1.7%,279.01,6,6.8%,5.4%
18982,海洋奇缘,1.6%,265.00,32,0.9%,29.0%
18983,冒牌卧底,1.0%,174.39,42,0.5%,54.9%
18984,你好，疯子！,0.9%,150.63,8,2.4%,8.5%
18985,罗曼蒂克消亡史,0.8%,129.18,26,0.4%,26.5%
18986,单身日记：好孕来袭,0.7%,121.63,8,1.8%,7.5%
18987,你的名字。,0.6%,110.58,19,0.7%,20.4%
18988,神奇动物在哪里,0.2%,40.94,27,0.1%,25.7%
18989,北极大冒险,0.2%,36.63,12,0.3%,13.2%
18990,超级幼儿园,0.1%,25.03,4,0.9%,4.1%
18991,萨利机长,0.1%,23.81,28,<0.1%,26.2%
18992,辛巴达与美人鱼公主,0.1%,15.97,5,0.5%,4.7%
18993,一路逆风,<0.1%,14.87,229,<0.1%,100%
18994,超能龙骑侠,<0.1%,10.20,9,0.1%,7.1%
18995,绝对控制,<0.1%,9.85,14,<0.1%,24.6%
18996,爸爸的3次婚礼,<0.1%,9.38,4,0.4%,4.3%
18997,我在故宫修文物,<0.1%,4.62,13,<0.1%,13.0%
18998,掠夺者,<0.1%,3.67,4,0.1%,8.3%
18999,超级快递,<0.1%,2.36,34,<0.1%,20.2%
19000,少年,<0.1%,1.83,34,<0.1%,55.9%
19001,人鱼校花,<0.1%,1.33,2,0.1%,2.0%
19002,28岁未成年,<0.1%,1.08,4,<0.1%,6.7%
19003,情圣,39.7%,2768.14,17,24.1%,12.4%
19004,铁道飞虎,23.1%,1610.84,9,20.3%,6.5%
19005,长城,14.9%,1042.81,8,17.4%,5.3%
19006,摆渡人,8.4%,590.84,7,12.0%,6.0%
19007,血战钢锯岭,5.1%,357.85,12,4.4%,9.5%
19008,那年夏天你去了哪里,1.8%,130.36,3,6.9%,2.7%
19009,冒牌卧底,1.2%,84.78,19,0.5%,29.1%
19010,你好，疯子！,1.1%,80.17,4,2.9%,4.3%
19011,单身日记：好孕来袭,0.9%,65.09,4,2.2%,3.8%
19012,冰雪女王2：冬日魔咒,0.9%,62.96,2,4.4%,2.0%
19013,罗曼蒂克消亡史,0.7%,55.67,10,0.6%,10.3%
19014,你的名字。,0.5%,36.21,9,0.5%,9.1%
19015,海洋奇缘,0.3%,23.80,7,0.4%,6.8%
19016,神奇动物在哪里,0.1%,9.04,8,0.1%,7.2%
19017,萨利机长,0.1%,8.20,10,<0.1%,10.0%
19018,北极大冒险,0.1%,8.09,3,0.4%,3.6%
19019,一路逆风,<0.1%,5.33,139,<0.1%,69.0%
19020,少年,<0.1%,5.21,58,<0.1%,93.9%
19021,爸爸的3次婚礼,<0.1%,4.95,2,0.5%,2.1%
19022,超级幼儿园,<0.1%,2.01,1,0.4%,0.7%
19023,我在故宫修文物,<0.1%,1.96,5,<0.1%,5.8%
19024,掠夺者,<0.1%,1.90,2,0.1%,3.5%
19025,绝对控制,<0.1%,1.80,3,0.1%,3.5%
19026,星球大战外传：侠盗一号,<0.1%,1.73,109,<0.1%,--
19027,有家,<0.1%,1.29,59,<0.1%,60.7%
19028,情圣,41.6%,2565.83,15,25.2%,11.0%
19029,铁道飞虎,19.8%,1221.61,8,20.2%,5.1%
19030,长城,15.7%,970.85,7,17.4%,5.1%
19031,摆渡人,8.4%,520.03,7,11.8%,5.4%
19032,血战钢锯岭,5.6%,350.17,11,4.7%,9.0%
19033,那年夏天你去了哪里,1.6%,102.34,3,6.4%,2.4%
19034,冒牌卧底,1.3%,80.28,18,0.4%,28.1%
19035,你好，疯子！,1.2%,77.46,5,2.8%,4.3%
19036,单身日记：好孕来袭,0.9%,56.94,4,2.1%,3.5%
19037,冰雪女王2：冬日魔咒,0.8%,51.15,2,3.9%,1.9%
19038,罗曼蒂克消亡史,0.8%,50.66,9,0.7%,8.7%
19039,你的名字。,0.5%,32.92,8,0.6%,7.9%
19040,海洋奇缘,0.3%,19.04,6,0.4%,5.7%
19041,神奇动物在哪里,0.1%,8.50,8,0.1%,6.5%
19042,北极大冒险,0.1%,8.29,3,0.4%,3.4%
19043,萨利机长,0.1%,6.61,8,0.1%,7.3%
19044,一路逆风,0.1%,6.48,117,<0.1%,91.9%
19045,少年,<0.1%,5.87,62,<0.1%,100%
19046,我在故宫修文物,<0.1%,2.72,8,<0.1%,8.9%
19047,爸爸的3次婚礼,<0.1%,2.35,1,0.5%,0.9%
19048,超级幼儿园,<0.1%,2.17,1,0.4%,1.0%
19049,生门,<0.1%,2.14,34,<0.1%,63.9%
19050,28岁未成年,<0.1%,1.96,5,<0.1%,7.8%
19051,掠夺者,<0.1%,1.86,2,0.1%,3.0%
19052,绝对控制,<0.1%,1.64,3,0.1%,3.3%
19053,有迹可循,<0.1%,1.09,1,<0.1%,1.2%
19054,情圣,37.4%,2362.93,14,25.5%,10.0%
19055,铁道飞虎,17.5%,1106.32,7,19.8%,5.0%
19056,长城,16.0%,1013.76,8,17.2%,5.5%
19057,摆渡人,7.9%,500.55,6,11.5%,5.5%
19058,星球大战外传：侠盗一号,6.1%,387.36,31,1.4%,15.1%
19059,血战钢锯岭,5.3%,337.52,10,4.8%,8.6%
19060,冒牌卧底,2.7%,172.02,39,0.6%,52.3%
19061,那年夏天你去了哪里,1.4%,91.57,3,5.9%,2.4%
19062,你好，疯子！,1.1%,75.38,4,2.7%,4.3%
19063,冰雪女王2：冬日魔咒,0.9%,59.02,3,3.6%,2.4%
19064,罗曼蒂克消亡史,0.7%,48.89,8,0.6%,8.4%
19065,单身日记：好孕来袭,0.7%,48.25,4,2.0%,3.2%
19066,你的名字。,0.5%,32.64,7,0.6%,7.7%
19067,海洋奇缘,0.3%,19.84,7,0.4%,6.4%
19068,北极大冒险,0.1%,7.96,3,0.3%,3.7%
19069,神奇动物在哪里,0.1%,7.89,7,0.1%,6.6%
19070,萨利机长,0.1%,6.49,7,0.1%,6.7%
19071,少年,<0.1%,5.38,62,<0.1%,88.9%
19072,人鱼校花,<0.1%,3.12,6,<0.1%,9.2%
19073,我在故宫修文物,<0.1%,2.58,6,<0.1%,7.3%
19074,掠夺者,<0.1%,2.07,2,0.1%,3.8%
19075,爸爸的3次婚礼,<0.1%,2.01,1,0.4%,0.9%
19076,有迹可循,<0.1%,1.33,1,<0.1%,1.6%
19077,绝对控制,<0.1%,1.28,2,0.1%,2.4%
19078,超级幼儿园,<0.1%,1.12,1,0.3%,0.6%
19079,星球大战外传：侠盗一号,59.9%,7166.71,23,40.2%,14.5%
19080,情圣,17.9%,2143.63,19,16.3%,17.7%
19081,铁道飞虎,8.3%,993.82,12,10.5%,11.3%
19082,长城,4.3%,514.79,9,7.4%,8.5%
19083,血战钢锯岭,1.8%,217.40,17,1.8%,16.4%
19084,摆渡人,1.7%,211.63,8,3.5%,9.4%
19085,玩命直播,1.6%,195.42,8,4.1%,8.8%
19086,一万公里的约定,1.0%,119.85,4,5.4%,3.7%
19087,冒牌卧底,0.6%,75.71,49,0.1%,95.3%
19088,一路逆风,0.6%,72.99,4,3.2%,3.7%
19089,冰雪女王2：冬日魔咒,0.5%,60.79,5,2.1%,4.5%
19090,恐怖理发店,0.4%,54.03,6,1.5%,7.3%
19091,罗曼蒂克消亡史,0.2%,29.35,15,0.2%,17.4%
19092,海洋奇缘,0.1%,20.96,12,0.2%,12.2%
19093,你的名字。,0.1%,19.10,12,0.2%,13.5%
19094,你好，疯子！,0.1%,15.98,6,0.3%,6.5%
19095,那年夏天你去了哪里,<0.1%,11.92,3,0.6%,3.2%
19096,单身日记：好孕来袭,<0.1%,9.25,7,0.1%,8.0%
19097,神奇动物在哪里,<0.1%,4.32,12,<0.1%,14.2%
19098,萨利机长,<0.1%,3.82,12,<0.1%,13.3%
19099,我们的青春不怕疼,<0.1%,2.30,3,0.1%,2.3%
19100,少年,<0.1%,2.19,122,<0.1%,74.8%
19101,北极大冒险,<0.1%,1.67,3,<0.1%,4.0%
19102,超级幼儿园,<0.1%,1.06,2,0.1%,2.3%
19103,浪漫搭档,<0.1%,1.01,1,0.3%,0.5%
19104,星球大战外传：侠盗一号,50.7%,8541.76,26,38.5%,16.3%
19105,情圣,19.0%,3203.00,27,15.9%,24.4%
19106,铁道飞虎,9.3%,1570.56,19,9.5%,18.3%
19107,猪猪侠之英雄猪少年,5.1%,872.12,15,8.3%,14.8%
19108,长城,5.0%,848.00,16,6.4%,15.4%
19109,血战钢锯岭,2.5%,436.91,31,1.8%,29.8%
19110,玩命直播,1.8%,313.72,15,3.3%,15.5%
19111,摆渡人,1.6%,283.92,14,2.7%,15.5%
19112,冰雪女王2：冬日魔咒,0.9%,160.18,9,2.5%,8.4%
19113,海洋奇缘,0.6%,101.75,22,0.5%,20.6%
19114,一万公里的约定,0.5%,85.42,5,2.9%,4.5%
19115,冒牌卧底,0.5%,84.56,59,0.1%,100%
19116,一路逆风,0.3%,57.69,5,1.6%,5.1%
19117,恐怖理发店,0.2%,50.04,6,1.3%,7.2%
19118,罗曼蒂克消亡史,0.2%,49.53,23,0.2%,28.0%
19119,你的名字。,0.2%,49.37,21,0.3%,23.4%
19120,辛巴达与美人鱼公主,0.2%,33.70,4,1.4%,3.8%
19121,你好，疯子！,0.1%,19.09,10,0.2%,12.9%
19122,单身日记：好孕来袭,<0.1%,15.71,14,0.1%,15.6%
